"","ideology","norm_news","norm_branches","norm_officials","norm_facts","egal_equalop","egal_worryless","egal_notbigprob","egal_fewerprobs","moraltrad_adjmoral","moraltrad_moretrad","auth_childind","auth_childcur","auth_childobed","auth_childconsid","education","sex","interest","econ_perc","age"
"1",6,5,5,5,5,5,1,1,1,3,1,2,2,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"2",4,5,4,4,3,3,3,3,2,3,4,2,2,2,1,"Less than high school","Female","Not much interested","Much worse off","30-49"
"3",2,5,5,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"4",3,4,4,5,4,1,1,3,2,2,2,2,2,1,2,"Less than high school","Male","Not much interested","About the same","30-49"
"5",5,5,5,5,1,4,2,3,4,4,2,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"6",4,5,5,5,2,2,2,3,2,3,3,2,2,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7",4,3,4,4,3,1,3,1,1,1,1,1,2,1,1,"Less than high school","Female","Somewhat interested","Much worse off","30-49"
"8",NA,1,1,1,1,1,5,5,1,1,1,2,2,1,2,"Less than high school","Female","Not much interested","Much worse off","30-49"
"9",NA,2,4,3,2,3,4,3,3,2,3,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","65+"
"10",NA,4,5,3,2,3,4,3,5,2,3,2,1,1,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"11",NA,4,4,5,3,2,4,2,2,2,2,2,2,1,2,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"12",4,3,4,4,3,4,2,3,4,2,2,2,2,2,1,"Less than high school","Male","Somewhat interested","Much better off","50-64"
"13",6,1,5,4,3,3,3,3,3,3,3,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"14",3,5,5,5,5,1,5,4,1,4,2,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","30-49"
"15",4,1,3,2,2,1,5,5,2,2,2,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","30-49"
"16",6,1,5,5,5,2,3,3,3,5,3,2,2,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"17",3,5,5,5,4,1,3,4,1,2,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"18",3,5,5,5,5,1,5,5,1,4,1,2,1,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"19",2,5,4,5,5,2,4,5,2,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"20",3,5,4,4,3,2,3,4,2,2,2,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"21",6,2,2,2,3,5,1,2,2,4,2,2,2,2,2,"Less than high school","Male","Somewhat interested","About the same","30-49"
"22",4,5,5,5,4,1,5,5,1,2,3,2,1,2,1,"Less than high school","Female","Very much interested","Much worse off","65+"
"23",2,5,2,5,5,1,4,4,2,2,4,1,2,2,1,"Less than high school","Male","Very much interested","About the same","18-29"
"24",6,1,3,5,5,3,3,3,3,3,3,1,2,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"25",NA,4,5,5,4,1,5,5,2,1,1,2,2,1,2,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"26",2,5,4,5,4,2,4,4,2,2,3,2,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","65+"
"27",NA,4,4,4,4,5,2,2,3,5,2,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"28",5,2,4,4,4,2,2,3,2,2,2,2,1,2,1,"Less than high school","Male","Not much interested","About the same","50-64"
"29",5,5,5,5,5,1,2,4,1,4,3,1,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"30",4,4,3,4,3,2,2,2,2,2,2,1,2,1,2,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"31",NA,1,1,1,1,3,4,3,4,4,4,2,2,1,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"32",4,5,5,5,5,5,3,3,3,3,3,1,1,2,1,"Less than high school","Male","Not much interested","Somewhat worse off","30-49"
"33",2,5,5,5,5,2,4,3,2,2,4,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","30-49"
"34",6,4,3,5,3,2,3,3,3,5,1,2,1,2,2,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"35",2,5,5,5,4,1,5,5,1,2,4,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"36",NA,3,5,5,3,3,2,2,2,5,2,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"37",NA,4,3,4,5,1,1,4,3,3,4,2,1,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"38",1,5,5,5,4,1,5,5,1,2,5,1,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","18-29"
"39",1,5,5,5,5,5,NA,5,1,3,1,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"40",6,5,4,4,4,2,3,4,4,4,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same",NA
"41",6,1,4,4,4,4,2,3,2,5,2,2,2,1,2,"Less than high school","Female","Not much interested","Much better off","30-49"
"42",4,3,3,5,3,3,3,3,2,2,3,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","50-64"
"43",7,1,5,5,4,4,3,3,5,5,1,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"44",7,4,4,4,5,5,1,1,4,5,1,1,2,2,1,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"45",3,3,4,4,4,1,3,2,4,2,3,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"46",6,3,2,3,3,2,4,3,3,3,3,1,2,1,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"47",2,4,5,5,5,1,2,2,2,3,1,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"48",3,5,5,5,4,2,4,4,2,1,4,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"49",4,3,4,4,4,1,1,4,2,5,1,2,1,1,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"50",6,5,5,5,4,1,5,4,2,3,2,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"51",4,3,3,4,4,1,4,5,1,4,2,2,2,1,2,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"52",2,5,5,5,5,2,5,5,1,4,5,2,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"53",4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Somewhat worse off","18-29"
"54",NA,3,3,3,3,5,4,1,3,3,3,2,2,2,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"55",4,1,4,5,3,5,1,3,5,5,1,2,2,1,2,"Less than high school","Female","Very much interested","About the same","50-64"
"56",6,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"57",3,2,4,3,2,2,2,3,2,3,2,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"58",3,5,5,5,4,2,4,2,2,1,2,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off",NA
"59",4,2,2,4,3,2,2,3,1,2,3,2,2,2,2,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"60",6,2,5,4,4,1,3,4,3,3,2,2,2,1,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","50-64"
"61",5,5,5,5,5,2,4,4,2,2,3,2,2,1,1,"Less than high school","Male","Not much interested","About the same","50-64"
"62",4,1,5,5,5,1,3,5,4,2,4,2,2,2,2,"Less than high school","Female","Somewhat interested","Much worse off","30-49"
"63",2,4,2,5,2,1,5,5,2,2,2,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"64",2,5,5,5,5,1,5,5,1,1,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"65",2,5,5,5,5,2,4,4,2,2,3,2,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"66",4,3,5,5,5,1,5,3,1,3,2,2,1,1,1,"Less than high school","Male","Very much interested","About the same","50-64"
"67",5,5,5,5,5,2,5,4,1,4,2,1,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"68",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"69",2,5,5,5,5,2,5,5,1,1,2,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"70",2,1,5,5,4,1,5,5,1,2,4,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"71",2,5,5,5,1,1,4,4,4,1,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"72",3,3,4,5,3,3,3,3,3,3,1,2,2,1,2,"Less than high school","Female","Very much interested","About the same","50-64"
"73",NA,2,4,5,5,1,4,4,4,4,2,2,2,1,2,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"74",NA,4,4,4,4,2,3,3,2,2,2,2,2,1,1,"Less than high school","Female","Very much interested","About the same","50-64"
"75",6,3,4,5,4,1,4,4,2,2,1,2,1,2,2,"Less than high school","Male","Very much interested","About the same",NA
"76",NA,4,4,3,4,4,1,3,4,3,2,2,2,1,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","18-29"
"77",4,4,4,4,4,1,4,4,1,2,2,2,2,1,2,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"78",2,5,5,5,5,1,5,2,1,4,1,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"79",4,4,5,5,5,1,4,3,4,3,1,2,2,2,1,"Less than high school","Male","Not much interested","Somewhat better off","65+"
"80",5,4,4,5,5,1,5,4,3,4,1,2,2,1,2,"Less than high school","Female","Somewhat interested","Somewhat better off","65+"
"81",5,3,5,5,5,2,2,2,4,3,1,1,1,2,1,"Less than high school","Male","Somewhat interested","Much better off","65+"
"82",7,4,5,5,5,1,1,4,4,5,1,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat better off","65+"
"83",2,4,4,5,4,1,5,5,1,5,1,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"84",NA,5,3,5,4,1,5,4,2,5,4,2,2,2,2,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"85",3,3,5,5,4,1,5,5,1,1,5,2,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"86",4,4,4,5,3,1,5,5,1,3,4,2,2,2,2,"Less than high school","Female","Very much interested","About the same","50-64"
"87",4,2,3,4,4,2,3,4,2,2,2,2,2,1,1,"Less than high school","Female","Not much interested","About the same",NA
"88",3,3,4,5,5,2,4,4,2,2,4,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"89",NA,2,5,5,5,3,2,3,2,2,3,2,2,1,2,"Less than high school","Female","Not much interested","About the same","50-64"
"90",5,2,3,4,3,4,1,2,2,2,2,1,2,1,2,"Less than high school","Female","Somewhat interested","About the same","18-29"
"91",5,2,5,5,2,4,2,3,5,3,2,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"92",2,3,5,5,5,2,4,4,1,2,4,1,1,2,1,"Less than high school","Female","Not much interested","About the same","18-29"
"93",7,1,4,5,3,2,3,2,3,4,1,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","18-29"
"94",3,5,5,4,4,2,4,4,1,2,2,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"95",5,2,2,4,4,4,2,3,3,3,2,2,2,1,2,"Less than high school","Male","Very much interested","About the same","50-64"
"96",6,4,4,5,4,1,2,2,1,5,1,2,1,1,1,"Less than high school","Female","Very much interested","Somewhat better off","65+"
"97",3,5,5,5,5,1,5,5,1,2,1,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"98",4,3,5,5,5,1,5,5,1,5,5,2,2,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"99",3,5,5,5,5,1,5,5,1,3,5,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"100",4,3,3,4,3,3,2,3,2,4,2,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"101",2,2,4,4,4,1,1,5,1,5,5,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"102",3,3,3,3,3,5,5,5,5,5,5,2,2,1,1,"Less than high school","Female","Not much interested","Somewhat worse off","50-64"
"103",2,2,4,5,5,1,5,5,2,2,5,2,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"104",6,3,2,4,3,3,1,3,2,5,1,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"105",6,5,5,5,5,1,1,1,4,2,1,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"106",2,5,5,5,4,1,5,5,1,2,4,2,2,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"107",7,4,5,5,5,2,1,2,2,5,1,2,2,1,2,"Less than high school","Female","Somewhat interested","Somewhat better off","65+"
"108",5,1,4,4,4,1,3,3,2,3,2,2,1,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"109",6,3,4,3,2,3,3,3,4,5,2,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"110",4,4,4,4,3,1,3,4,2,2,3,1,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","50-64"
"111",6,5,5,5,4,1,2,3,3,3,1,2,2,1,2,NA,"Male","Very much interested","About the same","30-49"
"112",6,3,3,4,3,1,1,2,5,3,1,1,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"113",4,3,4,5,4,2,2,3,1,3,1,2,2,2,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"114",6,3,4,5,4,1,4,4,2,2,2,2,2,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"115",3,4,4,3,4,3,3,2,4,2,2,2,2,2,2,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"116",4,4,4,4,3,2,2,3,3,3,3,1,2,2,2,"Less than high school","Female","Very much interested","About the same","30-49"
"117",4,5,5,5,4,1,5,5,1,5,1,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","50-64"
"118",6,1,5,5,3,1,1,1,1,2,1,2,2,1,1,"Less than high school","Male","Very much interested","Much better off","50-64"
"119",NA,2,4,4,3,1,5,3,2,2,2,1,2,1,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"120",6,4,4,5,4,1,2,3,3,3,3,2,2,1,2,"Less than high school","Male","Very much interested","Much better off","65+"
"121",6,3,4,5,4,1,1,2,3,4,1,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off",NA
"122",NA,4,4,4,4,1,4,5,3,1,3,1,1,1,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"123",1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Somewhat worse off","30-49"
"124",NA,2,3,4,4,1,4,4,1,2,3,2,2,1,1,"Less than high school","Male","Somewhat interested","About the same","50-64"
"125",5,4,4,4,4,1,1,1,2,4,5,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","50-64"
"126",4,1,4,5,5,1,4,4,3,5,2,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"127",2,5,5,5,4,1,5,5,1,1,5,1,2,2,1,"Less than high school","Female","Somewhat interested","Much better off","18-29"
"128",6,4,4,4,4,3,3,3,3,3,2,2,2,1,2,"Less than high school","Male","Very much interested","About the same","50-64"
"129",3,5,5,5,5,1,5,5,1,4,2,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"130",NA,2,4,5,4,1,3,3,5,2,3,1,2,1,1,"Less than high school","Female","Not much interested","Much worse off","18-29"
"131",2,5,5,5,5,1,4,4,2,2,2,2,2,1,2,"Less than high school","Male","Somewhat interested","About the same","65+"
"132",6,4,4,5,5,2,2,2,2,5,2,2,2,2,1,"Less than high school","Male","Somewhat interested","About the same","50-64"
"133",6,3,5,4,4,5,4,4,2,5,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","50-64"
"134",6,NA,4,5,5,4,2,3,4,5,1,2,2,2,2,"Less than high school","Male","Very much interested","Much better off","50-64"
"135",2,4,5,5,4,2,5,5,1,1,4,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"136",6,NA,5,5,5,2,4,5,2,1,2,NA,NA,NA,1,"Less than high school","Female","Very much interested","Somewhat better off","65+"
"137",5,5,5,5,4,1,1,3,3,5,1,1,2,2,1,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"138",7,4,5,5,5,2,2,4,2,5,1,2,2,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"139",5,5,5,5,5,2,5,5,1,5,3,2,2,1,1,"Less than high school","Male","Somewhat interested","Much worse off","65+"
"140",3,4,4,3,3,2,2,4,3,3,3,1,1,2,1,"Less than high school","Female","Not much interested","About the same","30-49"
"141",4,1,3,3,3,3,3,3,3,3,3,2,1,1,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"142",4,4,4,4,4,5,3,3,2,2,1,2,1,1,1,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"143",NA,5,5,5,5,1,2,5,2,3,1,2,2,2,1,"Less than high school","Female","Not much interested","Somewhat worse off","50-64"
"144",2,4,5,5,4,1,5,5,1,2,5,1,1,2,1,"Less than high school","Female","Somewhat interested","Much better off","18-29"
"145",6,3,3,5,3,1,1,5,1,1,2,1,2,1,2,"Less than high school","Female","Very much interested","About the same","30-49"
"146",4,4,5,5,5,2,4,4,2,1,2,2,1,2,2,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"147",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Male","Very much interested","Much better off","30-49"
"148",4,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","18-29"
"149",4,5,5,5,4,1,4,4,2,2,2,2,2,1,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"150",2,5,5,5,5,3,4,4,2,1,3,2,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"151",6,4,5,5,4,4,2,4,4,4,1,2,1,2,2,"Less than high school","Female","Very much interested","About the same","65+"
"152",3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Not much interested","Somewhat better off","50-64"
"153",3,2,4,4,3,2,2,3,3,5,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"154",NA,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","50-64"
"155",6,5,4,5,4,2,1,4,4,5,2,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"156",5,2,3,3,3,2,4,4,3,4,2,2,1,1,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","50-64"
"157",6,3,4,5,4,1,2,4,2,3,2,2,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"158",2,5,5,5,5,1,5,5,1,3,4,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"159",7,4,4,5,4,3,3,2,2,5,1,2,2,1,1,"Less than high school","Female","Very much interested","Much worse off","65+"
"160",NA,4,2,5,2,1,5,4,2,3,3,2,2,1,2,"Less than high school","Male","Somewhat interested","Much better off","50-64"
"161",7,1,3,4,1,5,1,1,5,5,1,2,2,2,1,"Less than high school","Male","Somewhat interested","About the same","50-64"
"162",6,5,5,4,4,1,1,3,1,5,1,2,NA,NA,1,"Less than high school","Male","Very much interested","About the same","50-64"
"163",NA,5,5,3,4,1,3,3,4,4,1,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","30-49"
"164",2,5,5,5,3,1,5,5,1,1,3,1,1,2,1,NA,"Female","Very much interested","About the same","65+"
"165",2,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","30-49"
"166",2,5,5,5,5,2,4,2,3,1,4,1,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"167",6,3,4,4,3,3,3,3,3,5,1,2,2,1,1,"Less than high school","Male","Not much interested","About the same","65+"
"168",4,5,5,5,3,1,5,3,3,2,4,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"169",4,5,5,5,5,5,1,1,2,5,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same","18-29"
"170",4,3,4,5,3,1,3,4,2,3,1,2,2,1,2,"Less than high school","Male","Somewhat interested","About the same","65+"
"171",6,5,5,5,4,2,2,2,3,3,2,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"172",2,5,5,5,5,1,5,5,4,2,3,1,1,2,1,"Less than high school","Male","Very much interested","Much better off","65+"
"173",2,5,5,5,5,1,5,5,1,2,3,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","18-29"
"174",NA,2,4,5,4,2,4,4,2,2,3,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","18-29"
"175",2,5,5,5,4,1,5,5,1,2,2,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","65+"
"176",4,4,4,4,2,3,2,4,3,3,3,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"177",4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","50-64"
"178",1,5,5,5,5,1,5,5,1,2,4,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"179",NA,1,5,5,5,1,3,2,1,2,1,1,2,2,2,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"180",6,1,4,3,4,4,2,2,4,5,1,2,2,1,2,"Less than high school","Male","Not much interested","About the same","30-49"
"181",6,5,5,5,4,1,1,3,5,5,3,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"182",4,2,4,5,4,2,2,2,3,2,3,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"183",6,2,5,5,5,5,1,2,4,5,1,2,2,1,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"184",4,5,5,5,4,1,4,5,2,2,5,2,2,1,1,"Less than high school","Female","Very much interested","About the same","30-49"
"185",3,1,5,5,4,1,5,4,2,1,4,2,2,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"186",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Much worse off","30-49"
"187",NA,4,4,5,4,2,4,3,4,3,2,1,1,2,1,"Less than high school","Female","Not much interested","About the same","65+"
"188",3,5,5,5,4,1,3,4,2,1,5,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"189",2,4,5,5,3,1,5,5,1,4,2,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"190",4,4,4,5,4,1,4,2,1,3,3,1,2,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"191",6,3,4,4,3,4,2,3,4,3,1,2,2,1,2,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"192",NA,3,3,5,4,2,2,3,3,3,3,2,2,1,2,"Less than high school","Female","Not much interested","Somewhat worse off","30-49"
"193",4,3,3,3,3,1,5,5,5,3,2,2,2,1,2,"Less than high school","Female","Not much interested","About the same","18-29"
"194",6,4,4,3,5,3,5,2,1,2,1,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","65+"
"195",1,3,4,5,4,1,5,5,1,1,5,2,1,2,1,"Less than high school","Female","Not much interested","Somewhat better off","30-49"
"196",NA,NA,5,5,3,2,2,3,4,4,3,2,2,2,1,"Less than high school","Male","Not much interested","Much better off","18-29"
"197",NA,5,5,5,5,1,5,5,3,2,2,2,2,1,1,"Less than high school","Male","Not much interested","About the same","50-64"
"198",2,5,5,5,5,2,5,5,1,2,3,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"199",7,1,4,4,4,5,2,2,5,5,2,2,2,2,1,"Less than high school","Female","Not much interested","Somewhat better off","30-49"
"200",4,5,5,5,5,1,3,5,3,5,2,1,1,2,1,"Less than high school","Female","Not much interested","About the same",NA
"201",3,5,5,5,4,1,5,4,2,3,3,1,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"202",6,3,5,5,5,3,3,4,4,5,2,2,2,2,1,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"203",4,3,3,3,4,1,2,1,1,4,1,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","65+"
"204",4,3,4,4,3,1,2,3,2,2,2,2,2,2,1,NA,"Female","Somewhat interested","About the same","65+"
"205",5,1,3,3,3,1,5,5,1,5,3,2,1,1,1,"Less than high school","Male","Somewhat interested","About the same","18-29"
"206",3,1,4,4,4,1,1,3,2,3,3,2,2,2,1,"Less than high school","Male","Not much interested","Somewhat better off","18-29"
"207",NA,3,4,4,3,1,5,5,1,1,1,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","30-49"
"208",2,5,5,5,5,3,3,3,3,3,3,1,1,1,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"209",4,5,5,5,5,1,5,4,2,5,2,2,1,2,2,"Less than high school","Female","Very much interested","About the same","50-64"
"210",6,3,4,4,4,1,1,2,3,4,2,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"211",7,1,5,5,5,1,4,4,1,2,1,2,2,1,1,"Less than high school","Male","Very much interested","Much better off","50-64"
"212",2,5,5,5,4,1,4,3,2,5,3,1,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"213",3,5,5,5,2,1,4,5,1,3,4,2,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"214",4,5,5,5,4,3,3,4,4,4,2,1,2,2,1,"Less than high school","Male","Very much interested","Much better off","30-49"
"215",NA,4,4,5,3,3,2,3,2,2,4,2,1,2,1,"Less than high school","Female","Not much interested","About the same","30-49"
"216",NA,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"217",1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"218",4,3,4,3,3,4,4,3,4,5,2,2,2,2,1,"Less than high school","Female","Very much interested","Much better off","50-64"
"219",6,4,4,5,5,3,2,2,3,3,1,2,2,2,1,"Less than high school","Male","Not much interested","Much better off","18-29"
"220",3,3,3,3,3,5,5,3,3,NA,3,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","18-29"
"221",5,4,4,4,4,2,4,4,2,4,1,1,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"222",2,5,4,5,4,1,5,4,1,2,4,2,1,1,2,"Less than high school","Male","Very much interested","About the same","65+"
"223",5,2,3,4,2,2,4,4,2,3,2,2,2,1,2,"Less than high school","Female","Not much interested","About the same","30-49"
"224",NA,5,5,5,3,2,3,4,2,3,5,1,1,2,2,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"225",NA,3,3,3,3,1,3,5,2,2,2,2,2,1,2,"Less than high school","Female","Not much interested","Somewhat better off","18-29"
"226",4,3,3,3,3,3,3,3,3,3,3,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"227",4,3,4,4,3,2,2,2,4,4,2,2,2,2,1,"Less than high school","Male","Very much interested","Much worse off","50-64"
