"","ideology","norm_news","norm_branches","norm_officials","norm_facts","egal_equalop","egal_worryless","egal_notbigprob","egal_fewerprobs","moraltrad_adjmoral","moraltrad_moretrad","auth_childind","auth_childcur","auth_childobed","auth_childconsid","education","sex","interest","econ_perc","age"
"3698",NA,3,4,5,3,2,1,4,2,2,2,2,2,1,1,"Less than high school","Male","Very much interested","Much worse off","30-49"
"3699",5,4,4,4,4,2,3,4,3,5,1,1,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","65+"
"3700",3,5,5,5,5,1,3,4,2,5,2,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"3701",2,5,5,5,5,2,4,5,2,2,5,1,1,2,1,"Less than high school","Male","Very much interested","Much worse off","30-49"
"3702",3,5,5,5,5,1,5,5,2,1,4,2,2,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"3703",6,3,5,5,4,2,1,2,4,2,2,2,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"3704",4,2,4,5,3,2,4,4,2,2,4,2,2,1,2,"Less than high school","Male","Somewhat interested","Much worse off","30-49"
"3705",7,1,3,3,3,1,3,3,3,4,2,2,2,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3706",5,4,4,5,4,4,2,3,3,5,2,1,2,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3707",NA,4,4,5,4,5,3,5,3,5,2,2,2,2,1,"Less than high school","Female","Not much interested","About the same","65+"
"3708",4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","65+"
"3709",3,2,3,4,5,1,3,2,4,3,3,2,1,2,2,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"3710",NA,2,2,4,4,1,1,5,1,2,1,1,2,2,2,"Less than high school","Female","Not much interested","Somewhat better off","18-29"
"3711",NA,4,4,5,4,1,2,3,2,2,4,2,2,2,1,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"3712",NA,3,3,5,3,1,2,3,3,3,2,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"3713",NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Somewhat better off","18-29"
"3714",NA,1,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","About the same",NA
"3715",6,2,5,4,5,2,3,4,3,4,3,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"3716",6,2,4,4,4,1,1,4,4,4,2,2,2,1,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"3717",3,4,5,4,4,1,4,5,2,1,3,2,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"3718",4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Much better off","30-49"
"3719",7,3,4,4,3,1,1,3,2,3,2,2,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"3720",4,4,4,4,4,1,1,1,1,2,1,2,1,1,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"3721",2,5,5,5,5,1,4,5,1,2,4,1,2,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"3722",5,4,5,5,5,1,1,5,4,3,3,2,2,2,1,"Less than high school","Female","Not much interested","About the same","65+"
"3723",6,2,4,5,5,4,4,4,2,4,1,2,2,2,1,"Less than high school","Female","Not much interested","About the same","30-49"
"3724",4,5,5,5,5,1,4,3,1,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"3725",5,4,4,4,4,2,2,4,1,5,2,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","50-64"
"3726",NA,5,5,5,5,1,4,2,4,5,2,2,2,1,2,"Less than high school","Female","Very much interested","About the same","50-64"
"3727",6,5,3,5,2,1,1,3,3,2,3,1,2,2,1,"Less than high school","Female","Not much interested","About the same","50-64"
"3728",5,5,5,5,3,1,1,2,2,2,2,2,2,2,1,"Less than high school","Female","Very much interested","Somewhat better off","65+"
"3729",4,5,5,5,5,1,4,3,2,2,2,2,1,2,1,"Less than high school","Male","Not much interested","About the same","65+"
"3730",2,3,5,5,5,1,3,4,2,2,2,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat worse off","30-49"
"3731",4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"3732",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","About the same","18-29"
"3733",3,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","50-64"
"3734",4,5,5,5,4,1,4,2,2,2,3,2,1,1,1,"Less than high school","Male","Very much interested","About the same","50-64"
"3735",7,5,5,5,5,5,4,4,5,5,1,2,2,1,1,"Less than high school","Male","Very much interested","Much better off","50-64"
"3736",4,3,4,5,4,3,3,3,3,3,3,1,2,2,1,"Less than high school","Female","Somewhat interested","About the same","18-29"
"3737",3,5,5,5,5,1,4,4,2,3,3,2,1,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"3738",4,5,5,5,5,3,3,4,1,2,3,2,2,1,1,"Less than high school","Female","Very much interested","About the same","50-64"
"3739",3,5,5,5,3,4,3,3,3,2,5,1,1,2,1,"Less than high school","Female","Not much interested","About the same",NA
"3740",2,5,5,5,5,1,5,5,1,2,5,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","65+"
"3741",4,5,5,5,5,1,5,5,1,2,2,2,2,1,1,"Less than high school","Female","Not much interested","About the same","65+"
"3742",4,4,4,4,5,1,5,5,1,3,3,2,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3743",4,5,4,5,5,1,5,5,1,2,2,2,2,2,2,"Less than high school","Male","Very much interested","About the same","65+"
"3744",3,1,5,5,3,3,3,3,2,2,2,1,2,2,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"3745",NA,5,5,5,4,2,3,2,3,3,3,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"3746",5,5,5,5,5,1,2,4,4,2,4,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","18-29"
"3747",3,5,5,5,5,1,5,5,1,5,3,2,1,1,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"3748",2,5,5,5,5,1,5,5,1,2,4,1,1,2,1,"Less than high school","Female","Very much interested","Much worse off","50-64"
"3749",1,5,4,5,5,2,5,5,1,1,1,2,2,1,2,"Less than high school","Female","Very much interested","Much worse off","50-64"
"3750",2,1,5,5,5,1,3,5,1,1,3,2,2,1,1,"Less than high school","Male","Somewhat interested","Somewhat better off","18-29"
"3751",2,3,5,5,5,2,4,5,1,5,3,2,2,1,2,"Less than high school","Female","Very much interested","About the same","65+"
"3752",5,1,3,5,3,4,2,2,2,2,3,2,2,1,2,"Less than high school","Male","Not much interested","Somewhat better off","50-64"
"3753",4,4,4,4,3,2,4,3,3,4,2,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"3754",2,3,5,4,4,1,5,5,1,4,2,1,2,2,1,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"3755",2,5,5,5,5,1,5,5,1,1,5,1,2,2,1,"Less than high school","Female","Not much interested","Much worse off","30-49"
"3756",5,5,5,5,4,2,2,1,4,2,2,1,2,2,1,"Less than high school","Male","Very much interested","Somewhat better off",NA
"3757",4,1,5,5,1,2,4,1,5,2,4,2,2,1,1,"Less than high school","Male","Very much interested","Much better off","50-64"
"3758",NA,2,5,5,4,1,4,4,1,2,3,2,2,2,1,NA,"Female","Somewhat interested","Somewhat better off","30-49"
"3759",6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","About the same","50-64"
"3760",3,4,5,4,4,2,2,4,1,2,3,2,2,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"3761",6,4,4,5,4,1,1,1,5,5,1,2,1,1,2,"Less than high school","Male","Very much interested","About the same","65+"
"3762",2,5,5,3,4,2,5,5,2,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"3763",7,4,4,4,3,4,2,1,5,5,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"3764",5,5,5,5,5,1,2,3,2,3,2,2,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3765",2,5,5,5,4,1,5,5,1,4,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"3766",1,5,5,5,5,1,4,4,2,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3767",7,4,5,5,5,1,1,4,4,2,1,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"3768",NA,3,3,3,3,1,2,4,2,3,2,2,2,1,2,"Less than high school","Male","Somewhat interested","Somewhat better off","18-29"
"3769",2,5,5,5,5,1,5,5,1,2,5,1,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3770",NA,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Somewhat worse off",NA
"3771",NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","18-29"
"3772",2,3,3,5,4,1,5,5,5,5,1,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"3773",5,2,2,5,4,3,3,5,2,5,1,2,2,1,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"3774",4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","65+"
"3775",6,4,5,4,5,1,2,3,4,5,1,2,2,2,1,"Less than high school","Male","Very much interested","Much better off",NA
"3776",6,3,3,4,4,3,3,3,3,3,3,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","Somewhat worse off",NA
"3777",7,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","About the same","50-64"
"3778",2,5,5,5,3,2,5,5,3,2,5,1,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"3779",4,3,4,4,5,2,3,4,1,2,2,2,1,2,1,"Less than high school","Female","Not much interested","About the same","30-49"
"3780",3,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"3781",5,4,3,3,4,3,3,3,3,4,1,2,2,2,1,"Less than high school","Male","Very much interested","Much better off","65+"
"3782",4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","Somewhat worse off","50-64"
"3783",5,4,5,4,4,1,5,4,2,1,1,2,2,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3784",4,4,5,5,5,1,5,3,1,2,4,2,1,1,1,"Less than high school","Male","Very much interested","Much better off","18-29"
"3785",4,5,3,5,5,2,4,2,1,2,2,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3786",4,1,5,5,5,1,2,4,4,5,2,2,2,1,1,"Less than high school","Female","Somewhat interested","Much better off","50-64"
"3787",6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","Much better off","18-29"
"3788",NA,1,4,4,4,1,3,5,2,5,1,2,2,1,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"3789",5,4,4,4,4,1,5,5,1,1,3,1,2,2,1,"Less than high school","Male","Somewhat interested","Much better off","30-49"
"3790",4,4,4,5,4,1,5,5,1,1,4,2,2,1,2,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"3791",5,2,2,4,5,1,4,4,2,2,4,1,2,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3792",4,4,4,4,4,1,5,5,1,5,1,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3793",7,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Much better off","65+"
"3794",4,5,4,4,3,2,3,4,2,2,4,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","18-29"
"3795",4,4,4,4,4,1,2,4,2,2,2,2,2,1,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"3796",4,3,3,3,3,1,4,4,1,2,1,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"3797",4,3,4,5,4,1,3,5,2,2,3,2,2,2,2,"Less than high school","Male","Somewhat interested","Somewhat better off","18-29"
"3798",2,4,5,5,5,1,5,5,2,2,2,2,1,2,2,"Less than high school","Female","Very much interested","Somewhat worse off","18-29"
"3799",6,4,5,5,4,1,5,5,1,5,2,2,2,2,1,"Less than high school","Female","Somewhat interested","Much better off","50-64"
"3800",NA,1,1,1,1,3,3,3,3,3,3,2,2,1,2,"Less than high school","Female","Not much interested","About the same","30-49"
"3801",NA,2,3,3,2,2,4,4,3,2,3,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3802",NA,3,3,3,3,1,3,3,2,3,1,2,2,1,1,"Less than high school","Female","Not much interested","Somewhat worse off","30-49"
"3803",7,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","50-64"
"3804",7,5,5,5,5,4,1,2,4,5,1,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3805",4,5,5,5,5,1,5,2,1,1,3,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"3806",6,4,5,5,4,1,1,3,1,1,1,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat worse off","65+"
"3807",2,5,5,5,4,2,4,4,2,1,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3808",4,5,5,5,4,2,4,3,4,4,2,2,1,2,1,NA,"Female","Very much interested","About the same","65+"
"3809",2,5,5,5,5,1,5,5,1,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"3810",6,1,5,5,5,3,2,3,3,3,1,2,2,1,1,"Less than high school","Male","Not much interested","Much better off","30-49"
"3811",4,3,4,5,4,1,1,2,2,2,2,2,2,2,2,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"3812",4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","30-49"
"3813",6,1,5,5,3,3,3,3,3,5,1,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","50-64"
"3814",1,5,5,5,5,1,3,1,1,1,5,1,1,2,1,"Less than high school","Female","Very much interested","Much worse off","50-64"
"3815",6,3,4,5,5,2,3,4,4,3,1,2,2,1,1,"Less than high school","Male","Very much interested","Somewhat worse off","30-49"
"3816",5,5,5,5,4,2,2,3,3,5,1,2,1,2,1,"Less than high school","Male","Not much interested","About the same","65+"
"3817",NA,1,4,4,3,3,4,3,1,1,1,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat better off","65+"
"3818",3,4,5,5,5,1,5,5,1,2,2,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"3819",4,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","65+"
"3820",6,2,5,5,3,1,2,4,2,4,1,2,1,1,1,"Less than high school","Male","Very much interested","Much better off","30-49"
"3821",2,5,5,5,5,1,5,5,2,1,4,2,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3822",3,5,5,5,5,1,5,5,1,4,4,2,1,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"3823",4,5,5,5,5,1,3,3,2,2,3,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","18-29"
"3824",4,2,4,4,2,2,3,4,4,4,2,1,2,1,1,NA,"Female","Very much interested","About the same","65+"
"3825",NA,1,5,5,5,2,1,3,5,3,1,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat better off","50-64"
"3826",NA,4,3,3,2,2,5,5,1,3,2,1,2,2,2,"Less than high school","Female","Very much interested","Somewhat better off","18-29"
"3827",NA,5,4,4,4,2,3,4,2,3,3,2,2,1,2,"Less than high school","Male","Somewhat interested","About the same",NA
"3828",NA,2,2,5,3,2,2,2,1,2,1,2,2,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3829",3,5,5,5,5,2,5,4,1,1,4,2,2,2,1,"Less than high school","Male","Very much interested","About the same","18-29"
"3830",NA,3,3,3,2,3,1,1,1,2,1,2,1,1,2,"Less than high school","Female","Very much interested","About the same","30-49"
"3831",2,5,5,5,5,1,3,4,2,1,5,2,1,2,1,"Less than high school","Male","Very much interested","Much worse off","50-64"
"3832",1,5,5,5,5,1,5,5,1,1,5,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"3833",NA,1,2,4,3,2,5,3,2,2,2,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat better off","65+"
"3834",6,3,5,5,4,1,4,2,2,5,2,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"3835",2,5,5,5,5,1,5,5,1,1,3,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"3836",1,5,5,5,4,1,5,5,1,1,5,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","50-64"
"3837",NA,5,5,5,3,1,5,3,2,2,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3838",3,4,4,5,5,1,3,3,3,4,1,2,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"3839",4,4,4,4,4,1,4,5,1,5,3,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"3840",5,2,3,4,5,2,4,4,4,5,4,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"3841",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"3842",3,3,5,5,3,1,5,5,4,4,4,2,2,1,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3843",6,5,5,4,NA,4,1,1,5,NA,1,NA,1,NA,1,"Less than high school","Female","Very much interested","About the same",NA
"3844",5,5,5,5,4,2,4,5,2,2,2,1,1,2,2,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"3845",3,5,5,5,4,2,2,4,2,2,2,1,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"3846",3,1,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Much better off","30-49"
"3847",4,5,5,5,4,1,3,5,2,2,1,2,1,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3848",6,4,4,4,4,3,3,3,1,2,2,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","18-29"
"3849",6,3,5,5,4,2,1,2,5,5,1,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3850",2,5,5,5,4,2,5,4,1,2,3,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","65+"
"3851",5,4,5,5,5,1,2,2,1,3,1,2,1,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"3852",4,3,3,4,3,4,2,3,3,2,3,2,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","18-29"
"3853",6,1,4,4,4,4,2,2,5,5,1,2,2,2,2,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"3854",4,1,5,5,5,2,2,5,1,2,1,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"3855",2,5,4,5,4,1,5,5,1,2,2,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"3856",2,5,4,5,5,2,4,4,2,2,2,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","50-64"
"3857",3,5,5,5,5,2,5,4,2,2,3,1,1,2,2,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"3858",2,4,4,3,4,1,5,5,1,1,2,2,1,1,1,"Less than high school","Female","Very much interested","Much worse off","65+"
"3859",4,3,4,5,3,3,3,3,3,4,3,2,1,2,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"3860",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"3861",6,4,5,5,3,2,3,3,4,5,1,2,2,1,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"3862",3,4,5,5,4,2,4,5,1,2,3,2,1,1,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"3863",2,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school",NA,"Very much interested","Somewhat better off","50-64"
"3864",2,5,5,5,5,2,4,4,2,2,4,1,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"3865",6,3,3,3,3,3,3,3,3,3,3,2,2,2,2,"Less than high school","Male","Somewhat interested","About the same","18-29"
"3866",4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3867",NA,4,4,4,5,2,4,4,4,4,2,2,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","65+"
"3868",4,5,3,3,3,1,5,3,1,3,3,1,2,1,2,"Less than high school","Female","Very much interested","About the same","30-49"
"3869",4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","65+"
"3870",NA,3,3,3,3,3,3,3,2,3,3,2,2,1,2,"Less than high school","Female","Very much interested","Much worse off","30-49"
"3871",NA,5,3,5,4,1,5,5,1,1,3,1,1,2,1,"Less than high school","Female","Not much interested","About the same","18-29"
"3872",1,5,5,5,4,1,4,4,1,3,4,1,1,2,1,"Less than high school","Female","Very much interested","Much better off","18-29"
"3873",NA,1,4,5,5,1,4,4,1,4,5,2,2,2,2,"Less than high school","Male","Somewhat interested","About the same","65+"
"3874",3,4,5,5,5,1,5,5,2,1,3,2,2,1,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"3875",7,NA,4,4,4,3,3,4,3,5,1,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat better off",NA
"3876",2,5,4,5,5,1,5,4,1,1,3,2,2,1,1,"Less than high school","Female","Not much interested","Somewhat worse off","50-64"
"3877",NA,1,4,4,4,2,4,3,2,4,2,2,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"3878",NA,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","30-49"
"3879",NA,3,3,5,3,3,1,3,3,4,2,2,2,1,1,"Less than high school","Female","Not much interested","Somewhat better off","50-64"
"3880",5,5,5,4,4,1,4,4,2,3,4,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"3881",4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Not much interested","Much better off","30-49"
"3882",6,1,3,5,4,1,4,4,3,4,1,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","30-49"
"3883",4,4,5,5,5,1,3,4,2,2,2,2,1,2,1,"Less than high school","Female","Not much interested","Somewhat better off","18-29"
"3884",4,5,5,5,4,2,2,4,2,5,2,2,2,1,2,"Less than high school","Female","Very much interested","Much worse off","65+"
"3885",6,3,3,5,3,1,5,5,5,5,1,2,2,1,2,"Less than high school","Male","Very much interested","About the same","50-64"
"3886",2,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","Much worse off","30-49"
"3887",6,4,5,5,4,1,1,1,2,3,1,2,1,2,1,"Less than high school","Male","Somewhat interested","Much better off","65+"
"3888",6,2,5,5,5,1,2,2,2,5,1,2,2,1,1,"Less than high school","Male","Somewhat interested","Much worse off","18-29"
"3889",6,2,4,4,4,2,4,5,1,2,1,1,1,1,1,"Less than high school","Female","Not much interested","About the same","65+"
"3890",NA,5,5,5,5,1,3,4,1,4,3,2,1,1,1,"Less than high school","Male","Somewhat interested","About the same","18-29"
"3891",6,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"3892",4,2,4,5,2,1,5,5,1,2,2,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"3893",2,5,5,5,5,1,5,5,1,2,2,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"3894",5,5,5,5,5,2,4,5,2,4,2,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"3895",1,4,3,5,4,1,3,5,2,2,5,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","30-49"
"3896",2,5,5,5,4,1,5,5,1,1,4,1,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"3897",6,3,5,5,4,1,1,3,4,5,1,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"3898",2,4,4,5,3,1,5,5,2,2,4,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"3899",6,4,5,4,4,2,1,1,5,5,2,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"3900",NA,2,4,5,4,5,2,2,1,1,2,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same",NA
"3901",2,5,5,5,4,1,5,5,1,1,1,1,2,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"3902",7,4,4,5,4,1,1,1,1,5,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","50-64"
"3903",4,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"3904",5,4,5,4,4,1,3,3,2,4,2,2,2,1,2,"Less than high school","Male","Very much interested","Much worse off","50-64"
"3905",2,3,5,4,3,2,5,4,2,4,1,2,2,1,1,"Less than high school","Male","Very much interested","Somewhat worse off","18-29"
"3906",6,5,5,5,4,1,5,5,1,2,3,1,1,2,1,"Less than high school","Female","Very much interested","Much worse off","30-49"
"3907",5,5,5,5,4,4,2,1,3,4,2,1,1,2,2,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3908",6,5,4,4,3,4,2,3,4,4,2,1,1,2,1,"Less than high school","Female","Not much interested","About the same","30-49"
"3909",6,2,4,4,3,2,3,3,3,3,3,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"3910",6,NA,3,3,4,1,3,3,3,4,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","30-49"
"3911",4,2,5,5,5,1,4,5,2,2,1,2,2,1,2,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3912",NA,5,5,5,5,1,1,4,1,1,1,2,2,1,1,"Less than high school","Male","Somewhat interested","Much worse off","50-64"
"3913",5,3,3,3,2,3,3,2,1,1,2,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","18-29"
"3914",NA,3,4,4,4,3,3,3,3,3,3,2,2,2,2,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"3915",5,3,4,4,4,2,3,3,2,4,2,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"3916",5,4,3,4,3,5,2,5,5,4,1,1,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"3917",4,3,3,3,3,1,2,1,3,2,3,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"3918",5,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Somewhat worse off","65+"
