"","ideology","norm_news","norm_branches","norm_officials","norm_facts","egal_equalop","egal_worryless","egal_notbigprob","egal_fewerprobs","moraltrad_adjmoral","moraltrad_moretrad","auth_childind","auth_childcur","auth_childobed","auth_childconsid","education","sex","interest","econ_perc","age"
"4699",2,5,5,5,5,1,5,5,1,3,2,2,2,2,2,5,1,1,3,77
"4700",1,5,5,5,5,1,5,4,1,1,3,1,1,2,1,6,1,2,4,47
"4701",4,3,3,3,3,3,5,5,2,3,3,1,1,2,1,4,1,2,3,26
"4702",4,4,5,5,4,1,5,4,1,1,1,2,2,1,1,6,2,1,4,29
"4703",2,5,4,5,5,1,3,2,3,3,4,1,1,2,1,7,1,1,2,30
"4704",NA,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,80
"4705",2,5,4,5,5,2,5,5,1,2,5,1,1,2,1,6,1,1,3,43
"4706",6,2,5,5,5,3,1,2,4,5,1,2,2,1,2,2,1,1,2,50
"4707",NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,28
"4708",NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,41
"4709",5,3,3,5,5,1,3,3,5,3,3,2,2,2,1,3,2,1,3,46
"4710",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,39
"4711",4,5,5,5,5,1,5,5,1,3,2,2,2,1,2,6,2,2,3,64
"4712",4,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,3,4,44
"4713",2,5,4,4,4,1,5,5,2,1,4,2,2,2,2,2,2,1,3,30
"4714",1,5,5,5,5,1,4,5,4,3,4,1,1,2,2,8,1,1,4,27
"4715",NA,3,2,NA,3,1,1,5,4,1,1,2,2,2,2,2,2,3,4,53
"4716",5,3,3,4,5,1,3,2,2,2,1,2,1,1,1,5,1,1,3,68
"4717",6,4,5,5,5,1,2,3,3,1,1,2,2,1,1,7,2,2,2,66
"4718",6,1,2,5,5,3,3,3,3,3,3,2,2,1,1,6,1,2,3,26
"4719",4,5,5,5,4,2,4,4,2,2,3,1,1,2,1,7,1,1,3,47
"4720",2,5,5,5,5,2,5,5,1,2,3,1,1,2,1,8,2,1,3,75
"4721",4,4,5,5,5,1,4,4,2,1,1,2,2,2,2,3,2,1,1,43
"4722",6,3,3,5,4,2,2,4,2,4,1,2,2,2,1,6,2,1,2,65
"4723",4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,4,60
"4724",3,3,3,3,3,1,4,3,1,2,3,1,2,1,2,6,2,2,3,39
"4725",2,5,5,5,5,1,5,3,3,3,3,2,1,2,1,7,2,1,3,56
"4726",6,2,4,5,5,1,5,5,1,3,1,2,1,2,1,7,2,1,3,80
"4727",NA,2,4,5,3,1,4,5,2,2,3,2,2,2,1,3,2,3,3,-9
"4728",NA,3,3,5,3,2,3,4,2,2,2,2,2,2,1,7,2,1,3,40
"4729",4,3,3,3,3,2,4,5,2,5,2,2,2,2,1,2,2,2,4,40
"4730",2,3,5,5,5,1,5,5,5,2,5,1,1,2,1,6,2,2,3,33
"4731",2,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,2,3,5,24
"4732",3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,4,49
"4733",4,5,5,5,4,1,5,2,2,1,1,2,1,1,2,2,1,2,3,80
"4734",4,4,4,4,5,1,1,3,3,5,1,2,2,1,1,3,2,2,4,57
"4735",NA,1,1,4,2,2,3,3,2,3,3,2,2,1,1,NA,2,1,3,-9
"4736",7,1,3,5,4,1,3,1,3,5,5,2,2,1,2,2,2,1,3,71
"4737",NA,5,5,3,2,3,3,3,3,3,3,2,2,2,2,1,1,1,3,37
"4738",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,4,74
"4739",NA,1,4,4,4,3,3,3,3,3,3,2,2,2,1,2,2,2,5,18
"4740",1,5,3,5,5,1,5,5,1,2,5,1,1,2,1,3,1,1,3,28
"4741",3,5,5,4,3,2,5,5,2,4,5,1,1,2,1,6,2,1,3,60
"4742",4,1,5,5,5,2,2,2,4,2,1,2,2,1,1,2,1,1,3,38
"4743",2,4,5,5,4,2,5,4,2,2,3,1,1,2,1,6,2,2,1,41
"4744",NA,3,3,5,5,1,5,5,1,4,4,2,2,1,1,2,2,1,3,65
"4745",6,4,5,5,4,1,1,4,3,5,1,2,1,1,1,7,1,2,4,67
"4746",NA,NA,NA,NA,NA,3,3,3,3,3,3,2,2,1,2,3,1,2,4,-9
"4747",4,4,4,5,5,2,2,2,1,2,1,2,2,1,2,2,1,1,4,66
"4748",3,5,5,5,5,1,5,4,1,1,1,2,2,2,1,3,1,1,4,46
"4749",NA,3,3,3,3,1,5,3,1,1,3,2,2,1,2,3,2,2,3,40
"4750",7,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,56
"4751",4,3,3,3,3,1,2,4,3,2,1,2,1,2,1,2,2,2,2,-9
"4752",2,5,5,5,4,2,5,4,2,4,4,2,2,1,1,8,1,1,3,73
"4753",3,5,5,5,5,3,3,3,3,3,3,1,2,1,2,1,2,3,3,71
"4754",5,4,5,4,4,1,3,2,2,2,1,2,2,2,1,NA,1,1,4,80
"4755",5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,2,51
"4756",1,5,5,5,4,2,5,4,1,2,4,1,2,2,1,6,2,1,2,34
"4757",5,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,3,-9
"4758",4,3,5,5,5,2,5,5,1,3,2,2,2,2,1,2,2,1,3,27
"4759",NA,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,-9
"4760",5,5,5,5,5,2,3,3,4,2,1,1,2,2,1,3,1,3,3,22
"4761",4,4,5,5,5,2,1,4,4,2,2,2,2,2,1,1,1,1,3,48
"4762",5,1,4,5,4,4,2,4,4,5,1,2,2,1,1,7,2,2,2,28
"4763",4,2,5,5,3,1,1,2,1,2,1,2,2,1,2,3,1,1,3,79
"4764",6,1,4,5,3,1,1,2,3,4,3,2,1,1,1,3,1,1,3,31
"4765",3,5,4,4,5,2,5,3,2,2,3,2,2,1,2,6,1,1,2,70
"4766",6,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,58
"4767",6,1,3,5,4,3,3,4,2,3,1,2,2,1,2,3,2,1,3,80
"4768",3,5,5,5,5,3,3,4,2,4,5,2,1,2,1,8,2,2,5,55
"4769",4,5,5,5,5,1,5,5,2,1,2,2,2,1,1,7,1,2,3,60
"4770",7,1,5,5,3,1,3,3,5,5,1,2,2,2,1,6,1,1,5,57
"4771",6,4,4,4,4,1,4,5,2,4,1,2,1,1,1,4,1,1,2,68
"4772",6,1,3,4,5,4,5,5,3,3,1,1,1,2,1,6,2,1,3,73
"4773",5,2,5,5,5,3,1,4,3,5,1,2,2,1,2,6,2,1,3,75
"4774",4,3,5,5,5,1,3,5,1,2,4,1,2,2,2,6,2,1,3,27
"4775",NA,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,76
"4776",3,4,5,4,5,2,3,4,2,3,2,2,1,2,1,5,2,3,2,20
"4777",1,4,5,5,4,1,5,4,2,1,5,1,1,2,1,7,2,2,3,32
"4778",4,3,4,4,4,1,3,3,3,3,3,2,2,2,2,3,1,2,4,37
"4779",5,5,5,5,5,1,5,5,2,4,1,2,2,1,1,NA,2,3,3,-9
"4780",3,5,4,5,5,1,5,5,1,1,5,2,1,2,1,3,1,1,5,78
"4781",NA,5,5,5,5,3,4,5,2,1,3,2,2,1,2,3,1,1,3,53
"4782",NA,4,5,5,5,1,5,5,1,5,2,2,2,1,1,6,2,1,1,26
"4783",3,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,64
"4784",NA,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,60
"4785",2,5,5,5,4,1,5,4,1,2,3,1,1,2,1,6,1,1,3,55
"4786",4,5,5,5,5,3,2,2,2,2,3,2,2,2,1,3,1,3,4,20
"4787",6,4,4,3,3,3,2,3,4,4,1,2,2,2,1,3,2,1,3,58
"4788",6,4,5,5,5,3,3,3,3,3,1,2,2,1,1,3,2,1,3,75
"4789",6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,4,63
"4790",6,4,4,4,3,1,3,3,4,5,1,2,2,1,2,3,1,3,2,65
"4791",5,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,2,31
"4792",6,4,5,5,5,1,2,4,2,3,1,2,2,2,2,6,1,1,4,50
"4793",NA,5,5,5,5,1,1,5,1,5,3,1,2,2,1,6,1,3,1,67
"4794",4,1,4,4,5,1,2,4,5,4,3,2,1,2,1,7,1,2,3,60
"4795",6,5,4,5,3,5,4,4,4,5,1,2,2,1,1,3,1,1,4,80
"4796",NA,5,5,5,5,2,5,5,1,2,2,1,1,2,1,3,1,3,2,64
"4797",2,5,5,5,5,2,5,4,2,2,4,2,1,1,1,6,2,3,5,24
"4798",4,5,5,5,4,3,4,2,2,4,3,1,1,2,1,7,2,1,2,74
"4799",4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,1,3,60
"4800",6,1,4,5,4,1,3,5,3,5,1,2,2,1,2,2,2,2,3,65
"4801",4,5,5,5,5,1,5,NA,3,3,2,2,1,1,1,8,2,1,3,75
"4802",2,2,5,5,4,1,5,5,1,2,5,2,2,2,1,7,2,2,3,30
"4803",4,3,3,3,3,2,3,5,1,2,2,2,2,1,2,3,1,2,3,30
"4804",4,3,5,5,3,2,3,3,2,4,2,2,2,2,2,1,1,1,5,45
"4805",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,43
"4806",3,5,5,5,5,1,5,4,1,1,5,1,1,2,1,3,2,2,5,60
"4807",4,1,4,5,3,3,2,3,3,5,1,2,2,1,1,7,2,2,4,66
"4808",7,5,5,5,3,2,2,2,5,5,1,1,2,1,2,6,2,1,3,35
"4809",4,5,5,5,5,1,3,3,2,2,3,1,1,2,1,3,1,2,2,40
"4810",7,3,5,5,3,2,2,3,4,4,1,2,2,2,2,2,1,1,2,80
"4811",5,5,5,5,4,2,3,5,2,2,1,2,1,2,1,6,1,3,2,38
"4812",6,4,4,5,5,1,5,5,1,5,1,2,2,2,1,2,1,1,3,60
"4813",4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,26
"4814",6,4,4,4,1,2,1,1,3,5,1,2,2,2,1,3,2,1,3,60
"4815",2,5,5,5,4,1,5,5,1,2,2,1,1,2,1,7,2,1,3,70
"4816",4,3,4,4,4,1,5,5,1,2,3,2,2,1,2,6,1,3,3,49
"4817",2,4,3,3,3,2,4,4,2,5,2,2,2,1,1,2,1,3,5,54
"4818",NA,5,5,5,5,4,3,4,1,2,2,1,2,2,1,6,1,3,1,43
"4819",5,2,5,5,4,2,2,2,4,4,2,2,2,2,1,6,2,3,2,57
"4820",2,5,5,5,3,3,2,3,3,3,3,1,2,2,1,6,2,2,3,34
"4821",2,4,5,5,5,1,5,5,1,3,2,2,2,2,1,6,2,1,3,65
"4822",4,4,3,5,3,1,5,5,1,5,1,2,2,1,2,1,2,2,3,68
"4823",5,5,5,5,3,2,3,4,1,5,1,2,1,2,1,8,2,2,3,68
"4824",4,3,2,2,2,2,4,5,2,2,3,2,2,1,2,1,1,3,3,28
"4825",NA,4,5,5,5,1,1,5,1,5,3,2,1,2,1,6,2,3,4,67
"4826",4,5,4,4,4,2,3,5,1,3,2,2,2,1,1,4,2,2,3,72
"4827",2,5,3,4,4,1,5,5,1,1,5,1,1,2,1,6,1,1,3,59
"4828",4,4,3,5,4,2,2,3,3,1,2,2,1,2,1,6,2,2,4,46
"4829",5,5,5,5,5,1,5,5,1,1,4,1,1,2,1,6,2,1,4,35
"4830",3,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,64
"4831",NA,3,5,5,3,1,3,2,1,2,2,2,2,1,1,3,2,2,3,49
"4832",NA,5,5,4,5,3,3,3,4,4,3,2,2,2,2,6,2,3,4,27
"4833",4,4,5,5,5,2,5,5,2,3,3,2,2,1,1,3,2,1,3,61
"4834",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,3,68
"4835",4,3,5,4,5,2,4,2,4,3,2,2,1,1,1,3,1,3,3,61
"4836",4,5,5,5,3,1,3,5,3,2,3,1,1,2,2,8,2,1,3,62
"4837",2,4,4,5,4,1,5,5,2,4,4,2,1,2,2,3,2,1,4,55
"4838",NA,4,1,2,1,5,5,5,4,4,5,1,1,1,1,1,2,2,1,56
"4839",2,5,5,5,4,1,5,5,2,1,3,1,1,2,1,6,2,1,3,23
"4840",NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,79
"4841",NA,5,5,5,4,1,4,4,3,4,2,2,2,2,1,NA,2,1,3,80
"4842",4,5,5,5,5,2,3,4,2,5,2,2,1,1,1,6,2,2,3,80
"4843",5,3,3,5,4,1,5,5,1,2,1,2,2,1,1,2,1,1,4,80
"4844",2,5,5,5,5,1,5,5,1,5,5,1,1,2,1,6,1,1,3,39
"4845",5,4,5,5,5,1,4,3,1,1,2,1,2,2,1,2,2,3,3,18
"4846",3,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,29
"4847",1,5,5,5,5,1,5,5,1,1,2,2,1,2,1,7,2,1,3,67
"4848",4,5,5,5,5,1,5,5,3,3,3,2,1,2,1,7,2,1,3,68
"4849",6,1,4,4,4,3,1,2,4,4,2,1,2,1,1,3,1,3,3,22
"4850",4,5,5,5,4,1,1,3,3,2,3,2,2,2,1,3,2,2,4,-9
"4851",6,4,5,5,5,5,1,3,5,5,1,2,2,1,1,3,1,2,3,41
"4852",NA,1,3,5,3,1,3,5,1,3,3,2,2,1,1,2,2,1,3,41
"4853",4,4,3,3,5,5,4,3,3,3,1,2,1,1,2,7,2,2,5,36
"4854",5,1,5,5,4,2,2,2,4,5,1,2,2,2,1,7,1,2,3,-9
"4855",2,5,5,5,4,1,5,5,2,2,5,NA,1,2,NA,6,2,1,5,-9
"4856",6,3,3,3,4,2,2,4,4,4,2,1,2,1,1,2,1,2,3,30
"4857",4,4,5,5,5,2,4,3,2,4,2,2,2,2,1,6,2,2,2,-9
"4858",4,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,20
"4859",7,4,5,5,4,1,1,3,5,5,1,2,2,2,1,6,1,1,2,53
"4860",4,1,4,5,4,2,3,2,2,3,3,2,1,1,2,3,2,2,3,47
"4861",5,2,4,5,5,1,2,3,3,2,4,2,1,1,1,2,1,2,3,43
"4862",NA,1,5,5,5,1,3,5,1,3,1,2,2,1,2,4,2,3,3,63
"4863",6,3,3,3,3,2,3,3,2,1,1,2,2,NA,2,2,2,3,3,22
"4864",6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,80
"4865",2,5,5,5,4,1,5,5,1,2,5,1,1,2,1,6,2,1,3,73
"4866",3,5,5,5,4,1,5,4,1,4,3,2,2,2,1,6,1,3,3,31
"4867",4,4,4,4,4,3,3,3,3,3,3,1,1,2,1,3,1,2,5,57
"4868",NA,5,5,5,4,1,5,5,1,5,2,2,2,1,1,1,1,2,3,71
"4869",NA,3,4,5,3,1,5,5,1,1,1,2,2,1,1,3,1,1,3,64
"4870",2,5,5,5,4,2,4,4,2,2,5,1,1,2,1,3,2,1,3,69
"4871",6,3,5,4,4,4,2,2,2,4,1,2,1,2,1,3,2,1,1,67
"4872",1,5,5,5,5,1,5,2,2,2,3,1,2,2,1,7,2,1,3,58
"4873",NA,3,5,5,5,1,2,5,5,2,4,1,1,2,1,2,2,3,2,19
"4874",3,5,5,5,5,1,5,5,1,3,1,2,1,1,1,2,1,1,4,42
"4875",3,4,5,5,5,1,1,5,5,2,2,1,1,2,1,6,2,3,2,24
"4876",6,4,5,5,5,2,2,1,3,4,1,2,2,1,1,3,1,1,2,77
"4877",1,5,5,5,5,1,5,5,1,2,4,1,1,2,1,7,1,1,4,37
"4878",7,4,4,4,3,1,3,3,4,4,2,2,1,2,1,3,1,1,1,55
"4879",4,5,5,5,4,1,5,4,1,4,1,2,1,2,1,6,2,1,3,69
"4880",2,5,5,5,5,1,5,5,1,2,2,2,1,2,1,8,2,1,4,68
"4881",2,4,4,4,4,2,4,3,2,2,3,1,1,2,1,6,2,1,2,24
"4882",5,4,2,4,3,2,4,4,1,4,1,2,2,1,2,3,1,1,3,59
"4883",2,3,4,4,4,1,5,5,1,2,5,2,1,1,1,3,2,2,5,29
"4884",5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,3,-9
"4885",6,4,5,4,5,1,3,2,5,5,1,2,2,2,1,7,1,2,2,73
"4886",4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,39
"4887",NA,1,4,5,4,3,3,4,2,3,2,2,1,1,1,4,2,1,1,-9
"4888",5,4,4,5,4,2,2,2,2,4,4,2,2,1,1,3,2,1,3,77
"4889",5,3,5,5,3,1,4,2,4,2,1,2,2,1,2,3,1,1,3,-9
"4890",NA,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,-9
"4891",7,4,4,4,4,3,2,2,4,5,1,2,2,1,1,1,1,1,3,53
"4892",NA,5,5,5,5,1,4,4,1,1,3,2,1,2,1,6,1,2,3,53
"4893",6,3,2,4,3,1,3,3,3,4,3,1,1,2,2,3,1,1,3,68
"4894",2,5,4,5,4,1,5,4,1,1,5,1,2,2,1,5,2,1,4,40
"4895",2,5,4,5,4,5,5,5,4,4,3,1,2,1,2,3,2,2,3,25
"4896",3,4,5,5,5,3,5,5,2,2,3,1,2,2,1,2,1,1,2,40
"4897",4,3,5,5,5,1,2,2,1,1,5,2,2,1,2,3,2,3,3,43
"4898",3,2,4,5,3,1,5,5,1,2,1,2,1,2,1,1,1,1,5,51
"4899",NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,1,1,3,57
"4900",5,5,5,5,4,1,2,4,2,5,1,2,1,2,1,7,1,3,3,65
"4901",4,2,3,5,3,1,5,5,1,4,1,2,2,1,1,5,2,1,2,80
"4902",6,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,42
"4903",NA,5,5,5,4,1,5,4,1,5,5,2,2,1,1,7,2,1,2,48
"4904",NA,3,3,4,4,1,5,5,1,3,2,2,2,1,1,4,2,3,3,38
"4905",NA,3,3,3,3,5,1,3,5,3,2,2,1,2,1,3,1,3,1,31
"4906",3,5,5,5,5,2,4,4,2,2,2,2,1,2,1,6,1,2,3,65
"4907",7,1,1,5,1,1,5,5,2,1,2,2,2,1,2,3,2,2,3,41
"4908",NA,5,5,5,5,1,5,3,1,1,5,1,1,2,1,NA,NA,2,2,-9
"4909",2,5,5,5,5,2,1,2,1,1,1,2,1,1,1,4,1,3,1,80
"4910",4,3,1,4,2,2,3,3,2,3,3,1,2,2,1,6,2,1,3,40
"4911",1,5,5,5,5,1,5,4,1,2,4,1,1,2,1,6,1,1,1,38
"4912",2,5,5,5,5,1,5,5,1,1,4,2,1,2,1,6,1,1,3,68
"4913",NA,1,5,4,5,4,5,5,1,2,3,2,1,1,2,5,2,2,3,30
"4914",5,5,5,5,4,1,4,3,2,3,1,2,2,1,2,7,1,2,3,65
"4915",6,4,5,5,3,1,2,4,1,2,2,2,2,1,2,6,1,1,3,66
"4916",6,5,5,5,4,2,2,4,4,4,1,2,2,1,2,6,1,1,1,51
"4917",6,4,5,5,5,5,1,1,4,5,1,2,2,2,1,6,2,1,4,51
"4918",NA,3,2,5,3,4,5,3,4,3,3,1,1,2,2,2,2,1,4,20
"4919",3,5,3,2,4,1,3,3,1,1,1,2,2,2,1,2,2,2,2,32
"4920",6,1,4,4,3,5,1,3,5,5,1,2,1,1,1,3,2,3,4,41
"4921",5,5,5,5,3,3,3,3,1,5,1,1,1,1,1,6,2,1,3,57
"4922",4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,54
"4923",5,3,4,4,4,4,4,4,2,5,1,2,2,1,1,2,2,3,3,42
"4924",4,5,5,5,5,3,3,5,3,3,1,2,2,2,2,NA,1,1,3,52
"4925",6,4,4,5,4,4,2,1,2,3,1,1,1,2,1,6,1,1,2,76
"4926",4,3,5,5,4,1,5,2,2,3,1,2,1,1,1,6,1,1,3,65
"4927",3,5,5,5,5,1,5,5,2,4,3,2,1,2,1,6,2,1,3,72
"4928",2,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,39
"4929",4,5,5,5,5,1,4,1,1,3,2,1,1,2,1,4,2,2,3,47
"4930",7,4,5,5,4,2,2,3,5,5,2,2,1,2,1,3,2,1,3,40
"4931",5,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,27
"4932",2,5,5,5,5,1,5,5,1,2,3,1,1,2,1,6,2,1,3,32
"4933",1,3,5,5,4,1,4,3,1,2,3,2,1,1,1,5,2,2,3,66
"4934",4,5,5,5,5,2,3,5,2,4,4,1,1,2,1,8,2,1,3,64
"4935",2,3,4,4,4,2,4,4,1,3,3,2,1,2,1,7,2,1,3,67
"4936",5,5,5,4,5,3,2,4,2,2,3,1,2,1,2,7,2,3,1,31
"4937",2,5,5,5,4,1,5,5,1,2,4,1,1,2,1,3,2,1,3,72
"4938",6,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,45
"4939",1,5,5,5,5,1,5,5,1,1,4,1,1,2,1,6,2,3,5,24
"4940",2,4,5,5,5,1,4,5,2,2,5,2,1,2,1,6,2,1,2,29
"4941",2,5,4,4,3,1,5,5,1,2,3,2,1,2,1,3,2,1,4,39
"4942",3,5,5,5,5,1,5,4,2,2,2,2,2,2,2,7,2,2,3,52
"4943",6,1,5,5,5,5,1,1,5,5,1,2,2,1,2,1,2,1,3,57
"4944",6,3,5,5,4,1,4,3,2,3,1,2,2,1,1,6,1,1,2,56
"4945",NA,3,5,5,5,1,5,5,1,1,4,2,2,2,1,6,2,1,3,27
"4946",NA,5,5,5,3,1,5,5,1,1,5,1,1,2,2,2,2,3,3,46
"4947",5,3,5,4,3,1,5,5,2,5,1,2,2,1,1,3,2,3,3,57
"4948",3,5,5,5,3,1,4,4,2,5,1,1,1,2,1,4,2,1,3,75
"4949",1,4,3,4,4,1,4,2,1,2,2,2,1,1,2,1,2,2,5,54
"4950",4,5,4,4,5,5,1,2,5,5,1,1,1,2,2,7,1,1,3,71
"4951",4,5,5,5,5,1,5,5,1,1,2,2,2,1,2,7,2,1,5,42
"4952",4,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,58
"4953",3,4,4,5,4,1,5,5,1,2,4,2,1,2,1,7,2,1,4,58
"4954",2,4,5,5,4,1,1,5,1,1,5,1,1,2,1,7,2,2,3,69
"4955",7,3,5,4,4,2,3,2,3,2,2,2,2,1,2,5,1,1,3,19
"4956",5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,1,34
"4957",4,5,5,5,5,1,5,5,1,2,3,2,2,1,1,5,2,1,3,53
"4958",NA,2,3,4,4,2,4,4,2,5,1,2,2,1,2,2,2,1,3,72
"4959",2,2,5,5,4,1,5,5,1,4,4,1,1,2,1,6,2,2,2,44
"4960",5,4,5,5,4,4,4,2,5,5,2,2,2,1,1,3,2,3,3,36
"4961",2,4,5,5,5,1,5,5,2,1,3,1,1,2,1,6,2,3,4,25
"4962",2,5,5,5,5,1,3,5,1,2,4,1,1,2,1,6,2,1,4,55
"4963",6,4,5,3,4,5,1,5,5,5,1,2,2,1,2,4,1,1,3,33
"4964",6,5,5,5,4,2,2,4,3,4,1,2,1,2,1,2,1,1,3,78
"4965",6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,51
"4966",2,5,5,5,5,1,5,5,1,1,2,1,1,2,1,7,2,1,4,80
"4967",6,1,3,4,1,5,3,3,5,5,1,2,2,2,2,2,2,1,3,51
"4968",4,3,5,5,3,1,1,5,1,1,1,2,2,1,2,3,2,3,4,55
"4969",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,3,2,1,5,18
"4970",5,2,5,3,3,2,3,5,2,3,4,2,1,2,1,8,1,2,3,65
"4971",4,3,4,4,3,3,3,2,4,2,2,2,1,2,1,7,2,2,2,43
"4972",4,5,5,5,5,1,5,3,1,3,3,2,2,1,2,3,1,1,3,18
"4973",2,5,5,5,5,1,5,5,1,1,5,2,1,2,1,7,1,1,4,51
"4974",5,5,4,4,3,4,3,3,3,2,2,1,1,1,1,6,1,2,3,35
"4975",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,69
"4976",NA,4,3,5,3,1,2,2,1,2,1,1,1,2,1,4,1,2,3,75
"4977",6,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,63
"4978",6,5,5,5,5,2,3,3,4,5,1,2,2,1,1,2,2,2,3,80
"4979",NA,1,5,5,5,1,4,5,1,4,1,2,2,2,1,4,2,2,1,33
"4980",3,5,5,5,5,2,5,4,2,3,4,1,1,2,1,7,1,1,5,68
"4981",6,1,3,4,2,4,2,3,3,3,3,2,2,1,2,6,2,2,3,28
"4982",6,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,27
"4983",4,3,5,5,5,2,2,2,2,2,1,1,2,2,2,3,2,1,3,33
"4984",7,5,5,5,4,4,1,1,2,5,1,1,1,2,2,8,1,2,1,30
"4985",2,5,5,5,3,3,3,5,2,1,5,1,1,2,1,6,2,1,3,53
"4986",NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,58
"4987",3,4,4,3,3,3,3,3,3,3,3,1,1,2,1,3,2,2,5,27
"4988",6,5,5,5,4,1,1,4,2,2,3,2,1,2,1,6,1,1,2,50
"4989",6,3,5,5,4,1,3,3,1,5,2,2,2,1,1,2,1,1,3,-9
"4990",4,4,4,3,3,2,2,3,3,3,3,2,2,2,1,6,2,1,3,37
"4991",5,3,4,4,4,2,2,3,2,5,1,2,1,1,1,3,1,2,2,63
"4992",4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,19
"4993",2,5,5,5,5,1,5,5,1,2,5,1,1,2,1,6,2,1,3,25
"4994",NA,3,3,3,3,1,3,3,1,3,3,1,2,1,1,1,2,3,4,71
"4995",NA,3,4,5,4,1,5,3,1,1,2,2,2,1,2,1,1,2,4,55
"4996",7,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,29
"4997",6,1,4,5,5,3,2,2,2,1,1,2,1,1,1,4,1,1,5,52
"4998",3,5,5,5,3,1,5,5,1,1,3,1,1,2,1,6,2,3,3,32
"4999",5,5,5,4,3,5,1,2,5,5,1,1,1,2,1,NA,2,2,2,52
"5000",6,5,4,5,5,1,1,2,2,2,1,2,2,2,2,7,1,1,2,66
"5001",4,3,5,4,5,1,2,1,5,4,2,2,2,1,1,6,1,1,2,66
