"","ideology","norm_news","norm_branches","norm_officials","norm_facts","egal_equalop","egal_worryless","egal_notbigprob","egal_fewerprobs","moraltrad_adjmoral","moraltrad_moretrad","auth_childind","auth_childcur","auth_childobed","auth_childconsid","education","sex","interest","econ_perc","age"
"2249",4,3,5,5,2,2,4,5,2,3,2,2,2,1,1,2,1,2,3,54
"2250",NA,4,5,5,5,2,5,5,1,2,2,2,2,1,1,3,1,2,4,65
"2251",6,3,5,5,4,3,2,4,3,2,3,2,1,2,1,3,2,3,3,36
"2252",6,2,4,5,5,4,2,3,5,5,2,NA,2,1,2,6,1,1,2,59
"2253",7,5,5,5,5,5,1,1,5,5,1,2,2,2,1,4,1,2,1,61
"2254",2,3,5,3,1,3,3,3,3,3,3,2,2,2,1,4,2,1,3,39
"2255",4,1,3,3,2,4,2,3,2,3,2,1,2,1,2,6,2,2,3,33
"2256",3,5,5,5,5,1,5,5,1,2,4,2,2,1,2,6,2,1,4,43
"2257",3,4,4,5,5,2,4,4,2,5,2,2,1,2,1,6,1,2,3,27
"2258",1,1,1,5,1,3,3,3,3,3,3,2,2,1,2,2,2,1,3,34
"2259",6,5,5,5,4,5,1,1,1,5,1,2,1,1,1,6,2,1,4,73
"2260",3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,34
"2261",4,3,4,4,4,1,3,3,3,4,2,2,2,1,1,2,1,3,3,60
"2262",4,5,5,5,5,1,2,2,2,4,1,2,2,1,1,3,1,2,2,50
"2263",4,5,5,5,4,NA,NA,3,3,3,5,NA,NA,NA,NA,NA,2,2,4,-9
"2264",3,2,3,3,2,2,4,4,2,2,2,2,2,1,1,2,1,2,3,48
"2265",6,1,5,5,3,1,2,5,1,4,5,2,2,1,2,5,1,1,3,71
"2266",NA,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,23
"2267",6,4,5,4,5,3,2,3,4,4,2,1,1,1,1,6,1,1,3,33
"2268",2,3,5,5,5,1,3,3,2,2,3,2,2,1,1,4,2,1,3,65
"2269",7,1,4,4,4,2,2,4,2,2,1,2,1,2,1,6,2,2,3,22
"2270",4,4,2,3,3,1,2,2,2,1,2,2,2,1,2,7,1,2,3,54
"2271",6,1,5,4,3,2,2,3,4,5,2,2,2,1,1,3,2,1,3,-9
"2272",4,5,5,5,5,1,5,5,2,1,1,2,2,1,1,7,2,3,3,51
"2273",6,2,3,4,3,5,2,2,2,4,1,2,2,1,1,3,1,1,4,52
"2274",NA,NA,5,5,5,4,3,3,1,5,2,NA,NA,NA,NA,NA,NA,1,NA,-9
"2275",3,5,5,5,NA,1,5,5,1,3,3,2,1,2,1,7,2,1,3,64
"2276",3,5,5,4,5,2,4,5,1,2,2,1,1,2,1,7,2,2,3,55
"2277",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,6,2,1,3,41
"2278",6,1,4,4,5,2,2,3,3,3,3,1,2,2,1,2,1,2,3,37
"2279",4,2,4,5,4,1,5,5,2,5,3,1,1,2,1,6,2,2,3,43
"2280",6,4,5,5,4,4,3,3,5,5,1,1,1,1,1,8,1,1,3,76
"2281",6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,4,72
"2282",7,4,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,37
"2283",4,2,4,5,1,1,1,2,5,2,1,2,2,1,1,1,1,1,5,59
"2284",NA,3,3,5,3,2,4,5,2,2,2,2,2,2,1,3,2,2,4,50
"2285",7,1,5,5,5,1,1,2,5,4,2,2,2,2,1,2,1,1,1,57
"2286",1,5,5,5,5,1,5,5,1,2,4,2,2,2,1,3,2,1,2,44
"2287",1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,3,38
"2288",6,4,4,4,2,5,2,2,2,4,2,2,2,1,1,7,1,2,2,39
"2289",2,3,3,4,2,1,4,4,1,4,4,1,2,2,1,6,1,2,3,28
"2290",4,3,4,4,5,1,4,4,2,3,2,2,2,1,2,3,1,2,2,42
"2291",NA,1,1,5,4,1,1,3,2,2,2,2,2,1,1,2,1,2,3,63
"2292",2,5,5,5,5,1,5,5,1,1,4,2,2,2,1,7,2,1,3,77
"2293",NA,3,3,2,4,3,2,3,2,5,2,2,2,1,2,2,1,2,2,59
"2294",6,3,4,5,4,3,2,2,3,4,1,2,2,2,1,6,2,1,1,64
"2295",NA,1,3,4,1,2,2,3,3,3,2,2,2,1,1,2,2,1,3,75
"2296",2,5,5,5,5,1,5,5,1,3,5,2,1,1,1,3,1,1,5,60
"2297",3,3,3,3,3,1,5,4,2,1,3,2,2,1,2,2,1,1,1,25
"2298",6,2,3,5,4,2,3,3,2,3,2,2,2,1,1,2,2,2,3,75
"2299",6,5,5,5,5,5,1,2,4,3,2,2,2,1,2,5,1,2,2,27
"2300",6,5,5,5,5,1,5,5,2,5,1,2,2,1,1,6,1,1,1,-9
"2301",7,3,3,3,3,2,4,4,2,3,2,2,2,2,1,6,2,2,3,37
"2302",NA,3,4,4,4,2,5,4,2,3,2,1,2,1,1,3,2,2,4,25
"2303",6,1,5,5,5,2,2,3,2,5,2,2,2,2,1,3,2,2,4,66
"2304",4,4,5,5,4,1,3,3,1,5,3,2,2,1,1,4,1,1,4,64
"2305",NA,5,5,5,5,1,5,5,1,5,1,2,2,2,2,2,2,1,4,60
"2306",4,5,5,5,5,2,1,4,3,3,2,2,2,2,2,6,2,2,3,26
"2307",4,5,4,5,4,1,5,5,1,3,2,2,1,2,1,6,2,1,4,69
"2308",4,4,5,5,4,1,5,5,1,1,3,2,1,2,1,NA,1,1,2,21
"2309",6,1,5,4,5,3,2,3,4,4,2,2,2,2,1,6,2,1,3,67
"2310",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,6,1,1,3,23
"2311",6,3,3,5,5,5,1,2,4,5,1,2,2,1,2,3,1,1,3,62
"2312",7,3,4,5,4,1,1,4,4,4,1,2,1,1,1,7,2,2,3,63
"2313",5,4,4,5,4,1,5,5,1,2,2,2,2,1,1,5,2,2,2,39
"2314",5,4,5,5,4,1,5,5,2,2,2,2,1,1,1,6,1,1,3,80
"2315",5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,2,23
"2316",4,3,3,4,3,1,2,5,1,3,2,2,2,1,1,1,2,1,4,72
"2317",7,5,4,5,5,4,2,3,5,5,1,2,2,2,1,6,2,1,3,51
"2318",4,5,5,5,4,1,5,5,1,4,3,2,2,1,2,6,2,1,3,62
"2319",6,1,4,4,4,1,3,3,3,5,1,2,2,1,1,4,1,1,3,49
"2320",6,1,4,4,4,2,4,3,2,4,2,2,2,2,1,3,1,3,2,64
"2321",NA,1,1,3,3,2,2,3,2,1,3,2,2,1,1,2,2,3,3,50
"2322",NA,5,5,3,3,1,3,5,1,3,3,2,2,1,1,1,2,2,4,39
"2323",4,1,5,5,5,3,3,3,3,3,3,2,2,2,1,7,2,3,4,46
"2324",4,3,4,5,3,3,3,3,3,3,3,2,1,2,2,7,1,3,3,34
"2325",NA,3,4,4,4,1,4,4,2,2,1,2,2,2,1,4,2,3,3,54
"2326",4,3,2,5,3,1,4,3,2,2,2,2,2,1,1,4,2,1,3,61
"2327",7,3,4,4,1,2,1,3,3,5,1,1,1,1,1,2,2,1,2,64
"2328",4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,62
"2329",4,5,5,5,5,4,4,4,2,2,4,2,1,2,1,6,1,2,4,35
"2330",2,4,3,5,2,1,5,5,1,3,2,1,2,2,2,5,2,2,4,43
"2331",4,3,4,4,1,2,2,2,5,5,1,2,2,1,2,6,2,2,1,58
"2332",2,4,5,5,3,1,5,5,1,2,2,1,2,2,2,4,1,1,5,68
"2333",5,2,5,5,4,1,5,5,1,5,2,1,2,2,1,3,2,1,4,78
"2334",6,2,3,4,4,2,2,2,2,5,1,2,2,1,2,3,1,2,2,48
"2335",4,5,5,5,4,1,5,4,1,2,1,2,2,1,1,7,1,1,4,80
"2336",5,5,5,5,4,2,3,3,3,2,4,1,1,2,1,6,2,1,3,46
"2337",3,4,5,5,5,2,5,2,2,4,2,2,1,2,1,6,1,1,3,71
"2338",5,3,5,4,4,2,5,4,2,5,1,2,1,2,1,1,1,1,4,64
"2339",2,1,5,5,5,1,5,5,5,1,5,1,2,2,1,6,2,2,2,23
"2340",NA,1,2,2,4,3,3,3,3,3,3,1,2,1,2,2,2,2,5,44
"2341",6,4,5,4,2,3,2,2,4,5,1,2,2,2,1,6,2,1,3,50
"2342",5,2,5,5,3,2,4,4,2,4,2,1,1,2,1,3,1,1,3,27
"2343",6,1,4,4,3,4,1,2,5,5,4,1,1,2,1,7,2,1,5,54
"2344",NA,1,1,5,5,1,2,5,3,2,1,2,2,1,1,3,1,2,4,45
"2345",5,3,5,4,4,2,2,3,4,4,2,2,1,2,1,7,2,2,3,68
"2346",1,2,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,3,23
"2347",2,5,5,5,5,1,4,5,1,1,4,1,1,1,1,6,1,1,2,23
"2348",4,4,5,5,4,5,5,5,1,1,1,1,1,2,1,1,2,1,3,77
"2349",2,5,5,5,5,1,5,5,1,4,1,2,2,2,1,7,2,1,4,72
"2350",7,3,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,71
"2351",7,4,4,5,4,2,2,3,4,4,2,2,2,1,1,6,1,2,1,71
"2352",7,4,5,5,5,2,4,4,2,5,1,2,1,1,1,6,2,2,2,56
"2353",7,NA,3,5,NA,5,1,3,5,5,1,2,2,1,2,4,2,2,2,-9
"2354",NA,5,5,5,5,1,NA,4,5,5,1,1,1,2,1,NA,1,1,3,-9
"2355",4,3,4,4,4,1,2,3,3,5,1,2,2,1,2,2,1,1,3,62
"2356",4,4,5,5,5,2,1,4,2,2,2,1,1,2,1,5,1,1,4,35
"2357",1,1,5,5,5,1,5,5,1,5,1,2,2,1,1,2,2,1,3,70
"2358",4,1,4,4,4,2,4,4,2,3,1,2,2,2,2,5,2,3,2,29
"2359",NA,2,3,4,4,1,5,1,5,1,2,2,2,1,2,2,2,2,3,71
"2360",NA,1,5,5,3,3,3,3,3,3,3,1,2,1,2,2,1,3,3,36
"2361",6,5,5,5,5,2,2,2,2,2,1,2,1,2,1,6,1,1,3,66
"2362",3,5,5,5,4,1,5,5,1,4,2,2,1,2,1,8,2,1,4,58
"2363",3,5,5,5,3,1,5,4,2,5,3,1,2,2,1,6,2,1,4,71
"2364",1,5,5,5,5,1,1,1,1,1,1,1,2,1,2,1,2,1,3,42
"2365",7,3,4,5,4,2,2,4,3,4,2,2,2,2,1,4,2,1,2,77
"2366",4,3,4,5,5,4,1,3,5,5,2,1,1,2,1,6,2,1,4,43
"2367",4,4,5,5,4,3,3,4,3,3,3,2,2,1,1,1,2,1,3,59
"2368",4,4,4,4,4,1,4,5,1,3,2,2,1,2,1,7,2,3,2,32
"2369",6,3,5,5,4,1,3,4,3,5,1,2,2,2,1,3,2,3,3,66
"2370",5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,61
"2371",5,4,4,4,2,2,2,3,2,3,2,1,1,2,1,2,2,2,3,80
"2372",3,5,5,5,4,1,3,4,1,3,5,2,1,2,1,6,1,2,1,42
"2373",2,5,5,4,5,1,5,5,2,4,2,1,1,1,1,7,1,1,3,80
"2374",4,5,5,5,5,1,2,5,1,1,1,2,2,1,1,6,2,1,5,43
"2375",3,4,4,4,4,1,2,3,2,2,1,2,2,1,2,3,1,1,2,72
"2376",2,5,4,5,NA,5,NA,4,3,2,4,NA,1,2,NA,7,1,1,3,80
"2377",4,4,5,5,5,4,2,2,2,5,1,2,1,2,1,6,2,2,2,35
"2378",5,3,4,4,4,4,2,2,4,4,2,2,2,2,2,7,1,2,2,52
"2379",4,5,5,5,4,1,2,2,4,2,1,2,2,1,2,6,1,1,3,73
"2380",3,5,5,5,5,1,5,5,1,5,5,2,1,2,1,8,2,1,4,55
"2381",4,3,3,3,3,2,2,3,3,2,1,2,2,1,2,6,2,3,2,35
"2382",NA,1,4,5,4,1,1,3,1,1,1,2,2,1,2,2,2,3,3,59
"2383",3,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,55
"2384",2,5,5,5,5,1,5,5,1,2,4,1,1,2,1,6,2,2,4,38
"2385",3,5,5,5,4,1,4,4,2,2,3,1,1,1,1,6,2,2,2,51
"2386",1,5,5,5,3,1,5,5,1,3,3,2,1,1,1,4,2,1,3,69
"2387",6,2,4,4,4,5,3,2,4,4,3,1,2,1,2,7,2,2,2,33
"2388",7,3,4,5,4,4,2,3,3,3,2,2,2,1,1,2,2,1,3,74
"2389",6,3,3,4,4,3,3,4,2,3,1,2,2,2,2,4,2,1,1,32
"2390",4,4,5,5,5,1,4,2,2,5,1,2,2,1,1,4,2,1,4,79
"2391",4,5,5,5,5,1,5,5,1,1,1,2,2,1,2,8,1,1,5,76
"2392",6,3,4,4,4,3,1,4,4,4,2,2,2,2,1,4,2,1,2,70
"2393",2,5,5,5,4,2,4,4,2,4,2,1,1,2,1,7,2,1,3,62
"2394",NA,3,4,4,4,1,5,5,1,1,1,2,1,1,1,2,1,1,3,60
"2395",NA,4,5,4,4,2,2,4,4,4,4,1,1,2,1,2,1,3,5,35
"2396",4,5,4,5,4,1,4,5,2,3,1,2,2,2,1,3,2,1,3,40
"2397",2,5,5,5,3,2,4,4,2,3,3,1,1,2,1,7,2,1,4,80
"2398",4,1,3,5,3,1,4,5,2,4,4,2,2,1,2,3,2,2,1,40
"2399",NA,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,25
"2400",5,2,4,5,4,2,2,2,2,4,1,1,2,2,1,6,2,2,4,43
"2401",4,3,2,5,4,2,2,4,2,2,3,2,1,1,1,6,1,2,4,59
"2402",NA,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,57
"2403",5,5,5,5,5,2,5,5,2,4,1,2,2,1,1,6,1,1,5,80
"2404",3,4,5,4,3,1,4,3,1,5,2,2,2,2,1,2,2,3,2,80
"2405",6,4,5,5,5,1,5,5,1,2,1,2,2,1,1,7,2,2,3,70
"2406",2,5,5,5,5,1,5,4,1,2,5,1,2,1,1,8,1,1,1,38
"2407",6,3,4,4,3,1,1,5,2,5,1,2,2,2,1,6,1,1,3,73
"2408",2,5,5,5,5,1,5,4,2,1,4,2,1,1,2,6,1,1,3,47
"2409",3,3,4,4,3,2,3,3,4,4,3,2,1,2,1,3,1,2,3,37
"2410",NA,2,3,2,2,3,3,3,3,3,3,2,2,1,2,2,1,1,3,48
"2411",5,2,5,5,5,3,2,2,3,4,2,2,2,2,1,3,2,2,1,33
"2412",NA,1,5,5,3,3,4,3,3,3,2,1,2,2,1,3,1,1,3,65
"2413",5,4,5,3,4,3,2,2,3,5,1,2,1,2,1,7,2,2,2,60
"2414",4,5,5,5,4,2,5,5,2,4,1,2,1,1,1,3,2,1,3,67
"2415",4,4,5,5,5,2,3,2,1,2,2,1,1,2,2,3,1,2,4,-9
"2416",4,5,5,5,4,1,5,5,1,5,1,2,1,2,1,2,1,1,4,72
"2417",4,5,5,5,4,2,3,4,2,1,2,2,2,2,2,2,2,1,3,22
"2418",2,5,5,5,5,1,4,4,2,3,4,2,1,2,1,7,2,1,3,55
"2419",6,3,5,3,1,2,4,3,4,5,2,2,1,2,1,5,1,3,2,62
"2420",5,5,5,5,4,1,1,2,4,4,1,1,1,2,1,7,1,3,1,38
"2421",7,5,5,5,5,3,1,5,3,5,1,2,2,1,2,2,2,1,3,52
"2422",2,4,4,5,4,4,4,2,5,3,3,2,2,1,2,6,2,3,4,45
"2423",6,4,5,5,5,1,2,3,3,3,1,2,1,2,1,7,1,1,1,40
"2424",7,1,4,5,5,1,4,5,1,5,1,2,2,1,1,2,2,1,3,68
"2425",6,3,3,4,4,4,2,2,2,5,1,2,2,2,1,6,2,2,2,53
"2426",2,5,5,5,5,1,5,4,3,3,2,2,2,1,1,3,1,1,4,63
"2427",7,1,5,5,5,1,2,3,5,5,1,2,2,1,1,2,2,1,1,80
"2428",NA,4,4,5,4,2,3,3,2,2,2,2,2,1,2,4,2,2,3,55
"2429",7,4,4,5,4,1,2,3,3,4,2,2,1,1,1,8,2,1,2,71
"2430",3,3,5,5,4,1,5,5,1,4,3,1,1,2,1,8,2,2,4,62
"2431",4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,3,64
"2432",2,5,5,5,5,1,4,4,2,2,4,1,1,2,1,6,2,1,3,62
"2433",NA,4,4,5,4,1,5,5,1,1,2,2,2,1,1,8,2,3,4,41
"2434",NA,1,4,5,5,2,2,3,2,3,3,2,2,1,2,2,1,3,4,24
"2435",6,4,4,5,4,2,3,3,3,4,1,2,1,2,1,4,2,1,3,71
"2436",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,3,39
"2437",3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,39
"2438",6,4,5,4,3,2,2,3,3,3,2,1,1,2,1,2,1,1,3,-9
"2439",5,5,5,5,4,2,3,3,2,4,2,2,2,2,1,2,1,2,1,56
"2440",4,2,2,4,3,2,1,1,2,2,3,2,2,1,1,1,2,1,3,51
"2441",6,2,5,5,5,3,1,1,3,4,1,2,1,2,1,NA,2,1,4,79
"2442",2,5,5,5,4,2,4,4,2,3,4,1,2,1,1,6,2,1,3,35
"2443",5,5,5,5,5,3,5,4,4,3,2,2,2,1,1,3,1,2,3,39
"2444",4,5,5,5,5,1,5,5,1,2,4,2,2,2,1,7,2,1,3,73
"2445",3,3,4,4,4,1,5,5,2,3,2,1,2,2,1,6,2,2,4,49
"2446",4,5,5,5,5,1,5,5,1,2,5,1,1,2,1,6,2,1,2,44
"2447",3,5,3,5,4,1,4,4,2,2,1,1,2,1,2,6,2,1,2,57
"2448",4,5,5,5,5,2,3,5,2,5,5,1,1,2,1,2,1,1,4,22
"2449",2,5,5,5,5,1,5,5,2,1,2,1,1,2,1,7,2,1,4,80
"2450",NA,3,4,4,5,1,2,3,2,2,3,2,2,1,2,2,1,2,3,55
"2451",2,5,4,4,4,1,1,4,1,1,3,2,2,2,1,6,1,1,3,69
"2452",5,4,4,4,5,2,2,2,4,4,4,2,2,2,1,6,1,1,3,65
"2453",4,5,5,5,5,1,5,4,1,1,4,1,1,2,1,6,1,1,2,29
"2454",1,5,5,5,5,1,1,3,1,1,3,2,2,1,1,6,2,1,4,39
"2455",NA,4,3,4,3,1,3,3,2,2,3,2,1,2,1,6,1,2,3,23
"2456",6,4,5,4,4,2,4,3,5,5,1,2,1,2,1,3,2,2,2,47
"2457",5,5,5,4,2,2,2,2,5,2,2,1,1,2,1,7,1,1,2,32
"2458",4,3,4,5,5,1,1,2,1,1,1,2,2,1,2,4,2,1,4,60
"2459",3,4,5,4,3,2,3,4,2,3,3,2,1,2,1,2,1,3,3,22
"2460",2,3,5,5,4,1,4,5,1,5,4,1,1,2,2,2,1,2,3,35
"2461",2,5,5,5,5,3,5,5,2,1,5,1,1,2,1,6,1,1,1,39
"2462",1,4,4,5,5,1,5,5,1,1,5,1,1,2,1,6,1,1,4,27
"2463",6,2,2,5,3,3,2,2,4,4,2,2,2,1,2,6,1,2,1,28
"2464",2,5,5,5,5,1,5,4,1,4,5,2,1,2,1,3,1,1,2,34
"2465",4,5,4,5,3,1,3,5,2,2,2,2,1,2,1,3,2,2,4,58
"2466",4,3,4,5,4,2,4,4,2,2,5,1,1,2,1,6,2,3,3,40
"2467",4,4,5,4,4,2,4,4,2,1,2,1,2,1,2,7,2,2,3,29
"2468",3,5,5,5,5,1,4,4,2,2,4,2,1,2,1,4,1,1,3,75
"2469",3,1,4,5,5,2,3,5,2,5,2,2,2,2,2,4,2,3,2,40
"2470",4,5,5,5,5,2,4,5,1,1,5,1,1,2,1,7,2,1,3,42
"2471",6,5,5,5,5,1,5,4,1,5,1,2,2,2,1,6,1,1,3,62
"2472",4,3,3,4,4,2,4,4,2,2,4,2,2,1,2,3,2,2,3,44
"2473",NA,3,5,5,5,2,5,5,1,3,3,1,1,2,1,3,2,1,5,57
"2474",4,5,5,5,4,2,5,5,1,3,3,1,1,2,1,3,1,1,4,59
"2475",NA,3,4,5,5,1,1,4,3,2,1,2,2,1,2,4,1,2,1,57
"2476",1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,36
"2477",4,1,3,4,4,1,4,4,4,4,4,1,1,1,1,4,1,2,3,60
"2478",2,3,3,5,3,1,5,3,3,5,4,1,2,2,1,6,2,1,3,62
"2479",2,2,4,5,4,1,5,5,1,1,3,2,2,1,2,6,2,2,1,24
"2480",4,5,5,4,4,1,4,4,1,2,2,1,1,2,1,4,1,1,3,55
"2481",6,4,5,5,5,2,1,3,2,5,1,1,1,2,1,6,2,1,3,77
"2482",2,5,5,5,4,2,4,5,2,4,3,1,1,2,1,6,2,1,3,80
"2483",2,5,5,5,5,1,5,5,1,1,4,2,1,2,1,7,2,1,4,27
"2484",4,5,5,5,5,1,2,3,1,1,2,1,2,1,2,3,1,1,5,51
"2485",3,5,5,5,4,2,5,5,1,5,1,2,2,1,1,6,2,1,4,58
"2486",NA,3,2,4,3,1,2,2,1,1,1,2,2,1,1,2,2,2,1,-9
"2487",6,1,4,5,5,2,2,2,5,4,1,2,2,1,1,2,1,1,3,66
"2488",4,2,3,4,2,2,3,3,2,3,2,2,2,1,2,3,1,2,2,46
"2489",6,4,5,4,5,4,2,3,5,5,1,2,2,1,1,6,1,2,2,32
"2490",6,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,49
"2491",3,5,5,5,4,2,5,5,1,1,3,2,2,2,1,6,2,1,2,40
"2492",4,4,5,5,5,2,4,4,2,3,4,2,1,2,1,8,2,3,5,42
"2493",NA,3,1,4,3,2,3,3,2,2,3,2,2,1,2,5,2,1,4,80
"2494",6,1,5,4,4,3,3,2,2,4,2,2,2,1,2,3,1,1,2,29
"2495",4,2,3,5,4,1,2,3,3,3,1,1,2,2,2,3,1,2,2,53
"2496",3,5,5,5,4,1,2,3,2,5,3,1,1,2,1,3,2,3,3,34
"2497",3,1,3,4,3,1,3,5,1,1,3,2,2,1,1,1,2,3,5,32
"2498",4,5,5,5,4,1,5,5,1,4,2,1,2,2,1,2,2,3,3,68
"2499",1,5,5,5,5,2,5,5,1,1,5,1,1,2,1,7,2,2,3,37
"2500",6,4,4,5,4,4,1,2,2,5,1,2,1,1,1,3,2,1,3,72
"2501",3,4,4,5,3,1,5,5,2,2,4,1,1,2,1,4,2,1,3,62
"2502",3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,5,1,2,3,40
"2503",6,4,5,5,4,3,2,3,4,5,1,2,2,1,1,6,2,1,2,80
"2504",4,4,5,4,4,2,3,5,2,3,4,2,2,2,1,3,1,2,2,34
"2505",1,5,5,5,5,1,5,5,1,5,5,1,1,2,1,7,2,1,2,80
"2506",1,5,5,5,5,1,5,5,1,3,3,2,1,2,1,6,2,1,3,71
"2507",6,4,3,4,3,3,3,3,2,2,1,1,1,1,1,5,1,3,3,61
"2508",2,3,3,5,5,1,1,4,1,1,1,2,2,1,2,8,1,2,3,51
"2509",4,1,5,5,4,1,5,5,1,4,1,2,2,1,2,3,1,1,4,50
"2510",4,5,5,5,5,1,3,4,3,3,4,1,1,2,1,8,1,2,3,38
"2511",4,3,4,5,4,2,5,5,1,4,3,2,2,2,1,4,1,1,3,67
"2512",1,4,5,5,5,1,5,5,1,2,4,1,2,2,1,2,2,1,3,63
"2513",6,4,5,5,5,2,2,3,1,2,1,2,2,2,2,3,1,2,3,49
"2514",6,2,5,3,3,2,3,2,2,5,1,2,2,1,1,6,2,2,4,67
"2515",2,5,5,5,5,1,5,5,1,5,4,1,1,2,1,6,1,1,1,60
"2516",4,3,3,2,2,5,4,4,2,5,5,2,1,2,2,1,2,2,4,27
"2517",2,5,5,5,5,2,3,3,4,1,3,2,1,1,1,8,1,2,3,26
"2518",4,5,5,5,5,1,1,5,1,1,1,2,2,1,2,6,1,3,3,50
"2519",3,4,4,5,5,1,2,4,2,2,2,2,2,2,1,7,1,1,2,52
"2520",6,4,5,5,5,1,2,3,1,5,1,2,1,2,1,8,1,1,3,72
"2521",2,5,5,5,5,1,5,5,1,1,3,1,2,2,1,6,1,2,3,35
"2522",6,4,4,4,4,1,2,3,3,4,2,2,1,2,1,6,1,1,2,73
"2523",NA,1,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,1,61
"2524",6,3,4,4,4,3,3,3,3,4,2,2,2,2,1,4,1,1,2,59
"2525",6,2,4,5,3,2,4,4,3,2,2,2,2,2,2,2,1,1,2,59
"2526",5,4,4,4,4,4,4,4,4,4,1,2,1,2,1,7,NA,2,1,36
"2527",NA,2,3,4,3,1,3,5,1,1,1,2,2,1,1,2,1,2,3,56
"2528",4,3,3,4,3,1,3,4,2,2,3,2,2,1,2,3,2,3,3,31
"2529",1,3,3,4,3,1,4,5,2,1,5,1,2,2,1,1,1,1,3,42
"2530",6,1,2,5,4,2,4,4,2,4,2,2,2,1,2,6,2,1,4,37
"2531",6,4,NA,5,3,4,4,3,5,2,3,2,2,1,1,7,1,1,1,67
"2532",2,4,4,4,3,2,3,4,2,5,2,2,1,2,1,7,2,1,3,79
"2533",2,3,5,5,5,1,5,5,1,2,3,2,2,2,1,7,2,1,3,49
"2534",6,5,4,4,4,3,3,3,4,2,2,2,2,2,1,8,2,1,3,37
"2535",5,3,4,5,4,1,1,2,2,3,1,2,2,1,1,2,2,1,2,70
"2536",4,3,2,4,4,1,2,4,2,2,2,2,2,1,1,3,2,1,5,58
"2537",2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,25
"2538",6,5,5,4,4,2,2,2,2,5,2,1,1,2,1,6,1,2,3,42
"2539",4,4,5,5,4,1,2,3,5,2,2,2,2,2,1,3,1,3,4,25
"2540",4,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,4,80
"2541",NA,5,5,5,3,1,3,3,1,3,1,2,2,2,1,2,2,2,3,55
"2542",7,3,5,5,3,3,1,3,3,5,1,2,2,1,1,3,2,1,4,57
"2543",2,5,5,5,5,1,5,5,1,2,4,1,1,2,1,8,2,1,3,44
"2544",6,5,5,5,5,3,4,4,3,4,2,2,2,2,1,6,2,2,2,56
"2545",4,5,5,5,5,3,4,3,2,2,3,1,2,2,1,6,2,3,3,55
"2546",3,5,5,5,4,2,2,4,2,2,3,2,2,2,1,3,2,1,4,63
"2547",NA,4,2,4,3,5,1,3,2,1,3,1,2,2,2,7,2,3,3,40
"2548",6,4,4,4,4,2,3,4,2,5,1,2,2,1,2,2,2,1,4,60
"2549",NA,3,4,5,5,3,2,4,2,1,3,2,2,2,1,2,1,3,3,55
"2550",4,3,3,4,3,1,3,4,1,2,2,2,2,1,1,2,1,1,5,70
"2551",6,3,4,4,3,4,4,4,4,5,1,2,1,2,1,7,2,3,4,52
"2552",1,5,5,4,5,1,5,5,2,2,4,1,1,2,1,7,2,2,3,35
"2553",2,1,1,1,1,2,4,3,2,3,2,1,2,2,1,4,1,2,4,47
"2554",5,1,3,4,4,2,4,5,4,2,4,2,1,2,1,4,2,2,3,62
"2555",5,2,2,5,4,4,2,2,2,2,2,2,2,2,2,3,1,2,2,35
"2556",4,4,4,4,2,4,3,3,1,2,2,2,1,2,1,6,1,2,2,70
